10392,2019-09-28,20103
10392,2019-09-29,20103
10392,2019-09-30,20103
10392,2019-10-01,20990
10392,2019-10-02,20990
10392,2019-10-03,20990
10392,2019-10-04,20990
10392,2019-10-05,21912
10392,2019-10-06,21912
10392,2019-10-07,21912
10392,2019-10-08,21912
10392,2019-10-09,22078
10392,2019-10-10,22078
10392,2019-10-11,22078
10392,2019-10-12,22078
10392,2019-10-13,22078
10392,2019-10-14,22231
10392,2019-10-15,22231
10392,2019-10-16,22231
10392,2019-10-17,23107
10392,2019-10-18,23107
10392,2019-10-19,23107
10392,2019-10-20,23107
10392,2019-10-21,23715
10392,2019-10-22,23715
10392,2019-10-23,23715
10392,2019-10-24,23715
10392,2019-10-25,24152
10392,2019-10-26,24152
10392,2019-10-27,24152
10392,2019-10-28,24436
10392,2019-10-29,24436
10392,2019-10-30,24436
10392,2019-10-31,24436
10392,2019-11-01,24701
10392,2019-11-02,24701
10392,2019-11-03,24701
10392,2019-11-04,24701
10392,2019-11-05,24172
10392,2019-11-06,24172
10392,2019-11-07,24172
10392,2019-11-08,24172
10392,2019-11-09,24139
10392,2019-11-10,24139
10392,2019-11-11,24139
10392,2019-11-12,24097
10392,2019-11-13,24097
10392,2019-11-14,24097
10392,2019-11-15,24097
10392,2019-11-16,24097
10392,2019-11-17,24963
10392,2019-11-18,24963
10392,2019-11-19,24963
10392,2019-11-20,24963
10392,2019-11-21,25107
10392,2019-11-22,25107
10392,2019-11-23,25107
10392,2019-11-24,25107
10392,2019-11-25,25107
10392,2019-11-26,24855
10392,2019-11-27,24855
10392,2019-11-28,24855
10392,2019-11-29,24855
10392,2019-11-30,24855
10392,2019-12-01,24148
10392,2019-12-02,24148
10392,2019-12-03,24148
10392,2019-12-04,24148
10392,2019-12-05,25104
10392,2019-12-06,25104
10392,2019-12-07,25104
10392,2019-12-08,25104
10392,2019-12-09,25104
10392,2019-12-10,25833
10392,2019-12-11,25833
10392,2019-12-12,25833
10392,2019-12-13,25833
10392,2019-12-14,25976
10392,2019-12-15,25976
10392,2019-12-16,25976
10392,2019-12-17,25976
10392,2019-12-18,25162
10392,2019-12-19,25162
10392,2019-12-20,25162
10392,2019-12-21,25162
10392,2019-12-22,24259
10392,2019-12-23,24259
10392,2019-12-24,24259
10392,2019-12-25,23432
10392,2019-12-26,23432
10392,2019-12-27,23432
10392,2019-12-28,23329
10392,2019-12-29,23329
10392,2019-12-30,23329
10392,2019-12-31,23329
10392,2020-01-01,22799
10392,2020-01-02,22799
10392,2020-01-03,22799
10392,2020-01-04,22799
10392,2020-01-05,21979
10392,2020-01-06,21979
10392,2020-01-07,21979
10392,2020-01-08,21581
10392,2020-01-09,21581
10392,2020-01-10,21581
10392,2020-01-11,21581
10392,2020-01-12,21057
10392,2020-01-13,21057
10392,2020-01-14,21057
10392,2020-01-15,21057
10392,2020-01-16,20686
10392,2020-01-17,20686
10392,2020-01-18,20686
10392,2020-01-19,20686
10392,2020-01-20,21170
10392,2020-01-21,21170
10392,2020-01-22,21170
10392,2020-01-23,21170
10392,2020-01-24,21843
10392,2020-01-25,21843
10392,2020-01-26,21843
10392,2020-01-27,22301
10392,2020-01-28,22301
10392,2020-01-29,22301
10392,2020-01-30,22301
10392,2020-01-31,21234
10392,2020-02-01,21234
10392,2020-02-02,21234
10392,2020-02-03,20374
10392,2020-02-04,20374
10392,2020-02-05,20374
10392,2020-02-06,20374
10392,2020-02-07,19752
10392,2020-02-08,19752
10392,2020-02-09,19752
10392,2020-02-10,19752
10392,2020-02-11,19347
10392,2020-02-12,19347
10392,2020-02-13,19347
10392,2020-02-14,19347
10392,2020-02-15,19045
10392,2020-02-16,19045
10392,2020-02-17,19045
10392,2020-02-18,19045
10392,2020-02-19,18378
10392,2020-02-20,18378
10392,2020-02-21,18378
10392,2020-02-22,18378
10392,2020-02-23,17822
10392,2020-02-24,17822
10392,2020-02-25,17822
10392,2020-02-26,17432
10392,2020-02-27,17432
10392,2020-02-28,17432
10392,2020-02-29,17432
10392,2020-03-01,17432
10392,2020-03-02,17407
10392,2020-03-03,17407
10392,2020-03-04,17407
10392,2020-03-05,17407
10392,2020-03-06,17676
10392,2020-03-07,17676
10392,2020-03-08,17676
10392,2020-03-09,17676
10392,2020-03-10,17747
10392,2020-03-11,17747
10392,2020-03-12,17747
10392,2020-03-13,17747
10392,2020-03-14,17511
10392,2020-03-15,17511
10392,2020-03-16,17511
10392,2020-03-17,17579
10392,2020-03-18,17579
10392,2020-03-19,17579
10392,2020-03-20,17508
10392,2020-03-21,17508
10392,2020-03-22,17508
10392,2020-03-23,17353
10392,2020-03-24,17353
10392,2020-03-25,17353
13263,2019-09-28,27169832
13263,2019-09-29,27227156
13263,2019-09-30,27228692
13263,2019-10-01,27189953
13263,2019-10-02,27132591
13263,2019-10-03,27171398
13263,2019-10-04,27417639
13263,2019-10-05,27717139
13263,2019-10-06,28182969
13263,2019-10-07,28332117
13263,2019-10-08,28136133
13263,2019-10-09,28031726
13263,2019-10-10,27806889
13263,2019-10-11,27604405
13263,2019-10-12,27562135
13263,2019-10-13,27455448
13263,2019-10-14,27399552
13263,2019-10-15,27378844
13263,2019-10-16,27373751
13263,2019-10-17,26936382
13263,2019-10-18,26470981
13263,2019-10-19,26266302
13263,2019-10-20,26401033
13263,2019-10-21,26574097
13263,2019-10-22,26477327
13263,2019-10-23,26492439
13263,2019-10-24,26614858
13263,2019-10-25,26541394
13263,2019-10-26,26580642
13263,2019-10-27,26556013
13263,2019-10-28,26562755
13263,2019-10-29,26586440
13263,2019-10-30,26586468
13263,2019-10-31,26645090
13263,2019-11-01,26659426
13263,2019-11-02,26682360
13263,2019-11-03,26672437
13263,2019-11-04,26656546
13263,2019-11-05,26601672
13263,2019-11-06,26550111
13263,2019-11-07,26517873
13263,2019-11-08,26486837
13263,2019-11-09,26315138
13263,2019-11-10,26326935
13263,2019-11-11,26267726
13263,2019-11-12,26171274
13263,2019-11-13,26202787
13263,2019-11-14,26191245
13263,2019-11-15,26154025
13263,2019-11-16,26144126
13263,2019-11-17,26081070
13263,2019-11-18,26078625
13263,2019-11-19,26000206
13263,2019-11-20,25915743
13263,2019-11-21,25798874
13263,2019-11-22,25559355
13263,2019-11-23,25552681
13263,2019-11-24,25577797
13263,2019-11-25,25753482
13263,2019-11-26,25766555
13263,2019-11-27,25851661
13263,2019-11-28,25684867
13263,2019-11-29,25635728
13263,2019-11-30,25466368
13263,2019-12-01,25354913
13263,2019-12-02,25232148
13263,2019-12-03,25229787
13263,2019-12-04,25222070
13263,2019-12-05,25240359
13263,2019-12-06,25241279
13263,2019-12-07,25253523
13263,2019-12-08,25286403
13263,2019-12-09,25316084
13263,2019-12-10,25267780
13263,2019-12-11,25219016
13263,2019-12-12,25138463
13263,2019-12-13,25140644
13263,2019-12-14,25040366
13263,2019-12-15,24912045
13263,2019-12-16,25117353
13263,2019-12-17,25019703
13263,2019-12-18,25004349
13263,2019-12-19,24957928
13263,2019-12-20,24867993
13263,2019-12-21,24814709
13263,2019-12-22,24828732
13263,2019-12-23,24692655
13263,2019-12-24,24635364
13263,2019-12-25,24640319
13263,2019-12-26,24704589
13263,2019-12-27,24731585
13263,2019-12-28,24504430
13263,2019-12-29,24265827
13263,2019-12-30,24346749
13263,2019-12-31,24285864
13263,2020-01-01,24242187
13263,2020-01-02,24377737
13263,2020-01-03,24694221
13263,2020-01-04,24685819
13263,2020-01-05,24671562
13263,2020-01-06,24671091
13263,2020-01-07,24737698
13263,2020-01-08,24905092
13263,2020-01-09,24966773
13263,2020-01-10,25714251
13263,2020-01-11,25580661
13263,2020-01-12,25554597
13263,2020-01-13,25508844
13263,2020-01-14,25467990
13263,2020-01-15,25428455
13263,2020-01-16,25346643
13263,2020-01-17,25200394
13263,2020-01-18,25126615
13263,2020-01-19,25080974
13263,2020-01-20,25088357
13263,2020-01-21,25333153
13263,2020-01-22,25695456
13263,2020-01-23,26165457
13263,2020-01-24,26127586
13263,2020-01-25,26948259
13263,2020-01-26,26409357
13263,2020-01-27,26536791
13263,2020-01-28,26434048
13263,2020-01-29,27039892
13263,2020-01-30,27904212
13263,2020-01-31,27533153
13263,2020-02-01,27464866
13263,2020-02-02,27317177
13263,2020-02-03,27175889
13263,2020-02-04,27090358
13263,2020-02-05,27102567
13263,2020-02-06,27379302
13263,2020-02-07,28742750
13263,2020-02-08,30179888
13263,2020-02-09,31688883
13263,2020-02-10,33272542
13263,2020-02-11,34640816
13263,2020-02-12,34677423
13263,2020-02-13,34730580
13263,2020-02-14,34894546
13263,2020-02-15,34797823
13263,2020-02-16,34599349
13263,2020-02-17,34229182
13263,2020-02-18,32797789
13263,2020-02-19,31157899
13263,2020-02-20,29600004
13263,2020-02-21,28121253
13263,2020-02-22,27157697
13263,2020-02-23,26546015
13263,2020-02-24,26484403
13263,2020-02-25,27416024
13263,2020-02-26,27831565
13263,2020-02-27,28431629
13263,2020-02-28,28289998
13263,2020-02-29,28480714
13263,2020-03-01,28718250
13263,2020-03-02,28980476
13263,2020-03-03,29147446
13263,2020-03-04,29165680
13263,2020-03-05,29207168
13263,2020-03-06,29496530
13263,2020-03-07,29661447
13263,2020-03-08,29527651
13263,2020-03-09,29493596
13263,2020-03-10,29362352
13263,2020-03-11,29267177
13263,2020-03-12,29653527
13263,2020-03-13,30712208
13263,2020-03-14,31152260
13263,2020-03-15,31209245
13263,2020-03-16,31512663
13263,2020-03-17,31533522
13263,2020-03-18,31440838
13263,2020-03-19,31500193
13263,2020-03-20,31649763
13263,2020-03-21,32386625
13263,2020-03-22,33630745
13263,2020-03-23,33871806
13263,2020-03-24,34725948
13263,2020-03-25,35249150
11095,2019-09-28,2283
11095,2019-09-29,2296
11095,2019-09-30,2296
11095,2019-10-01,2279
11095,2019-10-02,2295
11095,2019-10-03,2295
11095,2019-10-04,2283
11095,2019-10-05,2283
11095,2019-10-06,2278
11095,2019-10-07,2280
11095,2019-10-08,2280
11095,2019-10-09,2267
11095,2019-10-10,2267
11095,2019-10-11,2265
11095,2019-10-12,2265
11095,2019-10-13,2261
11095,2019-10-14,2259
11095,2019-10-15,2259
11095,2019-10-16,2247
11095,2019-10-17,2247
11095,2019-10-18,2237
11095,2019-10-19,2237
11095,2019-10-20,2280
11095,2019-10-21,2280
11095,2019-10-22,2279
11095,2019-10-23,2279
11095,2019-10-24,2275
11095,2019-10-25,2275
11095,2019-10-26,2261
11095,2019-10-27,2261
11095,2019-10-28,2266
11095,2019-10-29,2266
11095,2019-10-30,2274
11095,2019-10-31,2274
11095,2019-11-01,2267
11095,2019-11-02,2267
11095,2019-11-03,2239
11095,2019-11-04,2239
11095,2019-11-05,2221
11095,2019-11-06,2221
11095,2019-11-07,2163
11095,2019-11-08,2163
11095,2019-11-09,2200
11095,2019-11-10,2200
11095,2019-11-11,2171
11095,2019-11-12,2171
11095,2019-11-13,2200
11095,2019-11-14,2200
11095,2019-11-15,2153
11095,2019-11-16,2153
11095,2019-11-17,2129
11095,2019-11-18,2129
11095,2019-11-19,2163
11095,2019-11-20,2163
11095,2019-11-21,2242
11095,2019-11-22,2242
11095,2019-11-23,2242
11095,2019-11-24,2231
11095,2019-11-25,2231
11095,2019-11-26,2189
11095,2019-11-27,2189
11095,2019-11-28,2189
11095,2019-11-29,2215
11095,2019-11-30,2215
11095,2019-12-01,2163
11095,2019-12-02,2163
11095,2019-12-03,2100
11095,2019-12-04,2100
11095,2019-12-05,2092
11095,2019-12-06,2092
11095,2019-12-07,2092
11095,2019-12-08,2179
11095,2019-12-09,2179
11095,2019-12-10,2202
11095,2019-12-11,2202
11095,2019-12-12,2225
11095,2019-12-13,2225
11095,2019-12-14,2249
11095,2019-12-15,2249
11095,2019-12-16,2261
11095,2019-12-17,2261
11095,2019-12-18,2251
11095,2019-12-19,2251
11095,2019-12-20,2263
11095,2019-12-21,2263
11095,2019-12-22,2233
11095,2019-12-23,2230
11095,2019-12-24,2230
11095,2019-12-25,2229
11095,2019-12-26,2233
11095,2019-12-27,2233
11095,2019-12-28,2212
11095,2019-12-29,2218
11095,2019-12-30,2218
11095,2019-12-31,2218
11095,2020-01-01,2218
11095,2020-01-02,2226
11095,2020-01-03,2231
11095,2020-01-04,2231
11095,2020-01-05,2203
11095,2020-01-06,2142
11095,2020-01-07,2142
11095,2020-01-08,2201
11095,2020-01-09,2201
11095,2020-01-10,2227
11095,2020-01-11,2227
11095,2020-01-12,2204
11095,2020-01-13,2204
11095,2020-01-14,2200
11095,2020-01-15,2200
11095,2020-01-16,2225
11095,2020-01-17,2225
11095,2020-01-18,2252
11095,2020-01-19,2252
11095,2020-01-20,2253
11095,2020-01-21,2253
11095,2020-01-22,2253
11095,2020-01-23,2232
11095,2020-01-24,2232
11095,2020-01-25,2231
11095,2020-01-26,2231
11095,2020-01-27,2254
11095,2020-01-28,2254
11095,2020-01-29,2237
11095,2020-01-30,2237
11095,2020-01-31,2255
11095,2020-02-01,2255
11095,2020-02-02,2252
11095,2020-02-03,2252
11095,2020-02-04,2238
11095,2020-02-05,2238
11095,2020-02-06,2226
11095,2020-02-07,2226
11095,2020-02-08,2232
11095,2020-02-09,2232
11095,2020-02-10,2237
11095,2020-02-11,2220
11095,2020-02-12,2220
11095,2020-02-13,2220
11095,2020-02-14,2220
11095,2020-02-15,2230
11095,2020-02-16,2230
11095,2020-02-17,2233
11095,2020-02-18,2237
11095,2020-02-19,2237
11095,2020-02-20,2230
11095,2020-02-21,2253
11095,2020-02-22,2253
11095,2020-02-23,2218
11095,2020-02-24,2218
11095,2020-02-25,2216
11095,2020-02-26,2216
11095,2020-02-27,2239
11095,2020-02-28,2239
11095,2020-02-29,2242
11095,2020-03-01,2242
11095,2020-03-02,2226
11095,2020-03-03,2242
11095,2020-03-04,2226
11095,2020-03-05,2226
11095,2020-03-06,2224
11095,2020-03-07,2229
11095,2020-03-08,2229
11095,2020-03-09,2218
11095,2020-03-10,2211
11095,2020-03-11,2198
11095,2020-03-12,2216
11095,2020-03-13,2214
11095,2020-03-14,2214
11095,2020-03-15,2203
11095,2020-03-16,2197
11095,2020-03-17,2192
11095,2020-03-18,2232
11095,2020-03-19,2227
11095,2020-03-20,2223
11095,2020-03-21,2253
11095,2020-03-22,2252
11095,2020-03-23,2218
11095,2020-03-24,2211
11095,2020-03-25,2218
13265,2019-09-28,7824816
13265,2019-09-29,7920382
13265,2019-09-30,7992291
13265,2019-10-01,8106164
13265,2019-10-02,8104426
13265,2019-10-03,7965682
13265,2019-10-04,7918315
13265,2019-10-05,7873204
13265,2019-10-06,7807459
13265,2019-10-07,7735032
13265,2019-10-08,7723845
13265,2019-10-09,7680669
13265,2019-10-10,7675615
13265,2019-10-11,7646386
13265,2019-10-12,7602851
13265,2019-10-13,7541522
13265,2019-10-14,7551515
13265,2019-10-15,7537887
13265,2019-10-16,7518894
13265,2019-10-17,7459385
13265,2019-10-18,7429524
13265,2019-10-19,7385486
13265,2019-10-20,7357512
13265,2019-10-21,7363204
13265,2019-10-22,7370664
13265,2019-10-23,7368741
13265,2019-10-24,7412855
13265,2019-10-25,7404826
13265,2019-10-26,7404847
13265,2019-10-27,7392523
13265,2019-10-28,7391070
13265,2019-10-29,7391764
13265,2019-10-30,7372168
13265,2019-10-31,7398334
13265,2019-11-01,7372667
13265,2019-11-02,7369093
13265,2019-11-03,7357830
13265,2019-11-04,7349418
13265,2019-11-05,7338184
13265,2019-11-06,7338274
13265,2019-11-07,7312557
13265,2019-11-08,7276301
13265,2019-11-09,7213006
13265,2019-11-10,7185202
13265,2019-11-11,7137326
13265,2019-11-12,7148237
13265,2019-11-13,7079158
13265,2019-11-14,7018254
13265,2019-11-15,6972552
13265,2019-11-16,6938488
13265,2019-11-17,6910195
13265,2019-11-18,6881126
13265,2019-11-19,6832255
13265,2019-11-20,6834420
13265,2019-11-21,6837473
13265,2019-11-22,6820935
13265,2019-11-23,6776314
13265,2019-11-24,6728473
13265,2019-11-25,6765236
13265,2019-11-26,6889487
13265,2019-11-27,6898112
13265,2019-11-28,6913433
13265,2019-11-29,6988073
13265,2019-11-30,6970078
13265,2019-12-01,7025664
13265,2019-12-02,7102122
13265,2019-12-03,7115046
13265,2019-12-04,7127562
13265,2019-12-05,7116045
13265,2019-12-06,7118222
13265,2019-12-07,7082059
13265,2019-12-08,7044516
13265,2019-12-09,7011285
13265,2019-12-10,6995294
13265,2019-12-11,6962800
13265,2019-12-12,6943625
13265,2019-12-13,6899232
13265,2019-12-14,6887742
13265,2019-12-15,6902773
13265,2019-12-16,6872530
13265,2019-12-17,6894477
13265,2019-12-18,6913677
13265,2019-12-19,6885689
13265,2019-12-20,6952058
13265,2019-12-21,6980087
13265,2019-12-22,7024194
13265,2019-12-23,6941059
13265,2019-12-24,6972615
13265,2019-12-25,6974956
