player_count,ts
73733.0,1585221300000.0
76596.0,1585220400000.0
76768.0,1585219500000.0
76046.0,1585218600000.0
76131.0,1585217700000.0
75333.0,1585216800000.0
75534.0,1585215900000.0
74865.0,1585215000000.0
73476.0,1585214100000.0
73498.0,1585213200000.0
72697.0,1585212300000.0
72856.0,1585211400000.0
72305.0,1585210500000.0
71175.0,1585209600000.0
72936.0,1585208700000.0
73096.0,1585207800000.0
74270.0,1585206900000.0
77167.0,1585206000000.0
78463.0,1585205100000.0
79385.0,1585204200000.0
83177.0,1585203300000.0
85889.0,1585202400000.0
88180.0,1585201500000.0
90395.0,1585200600000.0
92709.0,1585199700000.0
97548.0,1585198800000.0
101071.0,1585197900000.0
103252.0,1585197000000.0
106143.0,1585196100000.0
109143.0,1585195200000.0
111766.0,1585194300000.0
113579.0,1585193400000.0
115883.0,1585192500000.0
117962.0,1585191600000.0
119881.0,1585190700000.0
120686.0,1585189800000.0
122023.0,1585188900000.0
123030.0,1585188000000.0
124503.0,1585187100000.0
125418.0,1585186200000.0
124578.0,1585185300000.0
125447.0,1585184400000.0
125254.0,1585183500000.0
126593.0,1585182600000.0
126916.0,1585181700000.0
127586.0,1585180800000.0
128551.0,1585179900000.0
128773.0,1585179000000.0
130299.0,1585178100000.0
132840.0,1585177200000.0
134716.0,1585176300000.0
135763.0,1585175400000.0
137383.0,1585174500000.0
138553.0,1585173600000.0
141152.0,1585172700000.0
141865.0,1585171800000.0
141549.0,1585170900000.0
142998.0,1585170000000.0
143938.0,1585169100000.0
143788.0,1585168200000.0
142133.0,1585167300000.0
140109.0,1585166400000.0
139111.0,1585165500000.0
137530.0,1585164600000.0
136007.0,1585163700000.0
134227.0,1585162800000.0
133667.0,1585161900000.0
133245.0,1585161000000.0
131580.0,1585160100000.0
129633.0,1585159200000.0
127975.0,1585158300000.0
126322.0,1585157400000.0
123757.0,1585156500000.0
122015.0,1585155600000.0
120899.0,1585154700000.0
119588.0,1585153800000.0
118473.0,1585152900000.0
117145.0,1585152000000.0
116348.0,1585151100000.0
114514.0,1585150200000.0
111691.0,1585149300000.0
109178.0,1585148400000.0
106930.0,1585147500000.0
104936.0,1585146600000.0
102110.0,1585145700000.0
99404.0,1585144800000.0
97103.0,1585143900000.0
95028.0,1585143000000.0
92270.0,1585142100000.0
89821.0,1585141200000.0
87534.0,1585140300000.0
84982.0,1585139400000.0
82405.0,1585138500000.0
80112.0,1585137600000.0
78014.0,1585136700000.0
78120.0,1585135800000.0
76818.0,1585134900000.0
75820.0,1585134000000.0
74916.0,1585133100000.0
73019.0,1585132200000.0
72420.0,1585131300000.0
71173.0,1585130400000.0
70867.0,1585129500000.0
71024.0,1585128600000.0
68722.0,1585127700000.0
69459.0,1585126800000.0
68617.0,1585125900000.0
69764.0,1585125000000.0
69469.0,1585124100000.0
69536.0,1585123200000.0
70075.0,1585122300000.0
70781.0,1585121400000.0
70811.0,1585120500000.0
72847.0,1585119600000.0
74633.0,1585118700000.0
76649.0,1585117800000.0
79309.0,1585116900000.0
81137.0,1585116000000.0
83869.0,1585115100000.0
86509.0,1585114200000.0
88942.0,1585113300000.0
92645.0,1585112400000.0
95010.0,1585111500000.0
97874.0,1585110600000.0
100562.0,1585109700000.0
103314.0,1585108800000.0
105741.0,1585107900000.0
107707.0,1585107000000.0
110203.0,1585106100000.0
112155.0,1585105200000.0
114184.0,1585104300000.0
115354.0,1585103400000.0
116715.0,1585102500000.0
118242.0,1585101600000.0
119673.0,1585100700000.0
120423.0,1585099800000.0
120207.0,1585098900000.0
121080.0,1585098000000.0
121817.0,1585097100000.0
122400.0,1585096200000.0
122896.0,1585095300000.0
123343.0,1585094400000.0
124161.0,1585093500000.0
125309.0,1585092600000.0
126806.0,1585091700000.0
127955.0,1585090800000.0
129263.0,1585089900000.0
130465.0,1585089000000.0
131570.0,1585088100000.0
132799.0,1585087200000.0
133833.0,1585086300000.0
134351.0,1585085400000.0
134328.0,1585084500000.0
135313.0,1585083600000.0
135968.0,1585082700000.0
135412.0,1585081800000.0
134812.0,1585080900000.0
134245.0,1585080000000.0
133854.0,1585079100000.0
132299.0,1585078200000.0
130794.0,1585077300000.0
128842.0,1585076400000.0
127744.0,1585075500000.0
125847.0,1585074600000.0
123652.0,1585073700000.0
121267.0,1585072800000.0
120243.0,1585071900000.0
118263.0,1585071000000.0
116775.0,1585070100000.0
115453.0,1585069200000.0
114433.0,1585068300000.0
114567.0,1585067400000.0
113495.0,1585066500000.0
113801.0,1585065600000.0
112115.0,1585064700000.0
110398.0,1585063800000.0
108496.0,1585062900000.0
105958.0,1585062000000.0
104014.0,1585061100000.0
101218.0,1585060200000.0
98504.0,1585059300000.0
95829.0,1585058400000.0
93331.0,1585057500000.0
90918.0,1585056600000.0
87825.0,1585055700000.0
85668.0,1585054800000.0
82985.0,1585053900000.0
81025.0,1585053000000.0
78608.0,1585052100000.0
76495.0,1585051200000.0
74785.0,1585050300000.0
73301.0,1585049400000.0
72166.0,1585048500000.0
70777.0,1585047600000.0
70573.0,1585046700000.0
70602.0,1585045800000.0
68229.0,1585044900000.0
67516.0,1585044000000.0
67095.0,1585043100000.0
66657.0,1585042200000.0
65195.0,1585041300000.0
65159.0,1585040400000.0
64850.0,1585039500000.0
63902.0,1585038600000.0
64028.0,1585037700000.0
64403.0,1585036800000.0
65268.0,1585035900000.0
66441.0,1585035000000.0
67741.0,1585034100000.0
69500.0,1585033200000.0
71529.0,1585032300000.0
74316.0,1585031400000.0
75313.0,1585030500000.0
77978.0,1585029600000.0
80138.0,1585028700000.0
82455.0,1585027800000.0
83994.0,1585026900000.0
87845.0,1585026000000.0
89874.0,1585025100000.0
93905.0,1585024200000.0
96775.0,1585023300000.0
99340.0,1585022400000.0
103069.0,1585021500000.0
104893.0,1585020600000.0
107667.0,1585019700000.0
110392.0,1585018800000.0
112694.0,1585017900000.0
112621.0,1585017000000.0
113018.0,1585016100000.0
115494.0,1585015200000.0
115561.0,1585014300000.0
115853.0,1585013400000.0
116470.0,1585012500000.0
118239.0,1585011600000.0
119708.0,1585010700000.0
119515.0,1585009800000.0
119627.0,1585008900000.0
120011.0,1585008000000.0
120963.0,1585007100000.0
120749.0,1585006200000.0
121835.0,1585005300000.0
121929.0,1585004400000.0
123956.0,1585003500000.0
124514.0,1585002600000.0
125343.0,1585001700000.0
127822.0,1585000800000.0
129090.0,1584999900000.0
129229.0,1584999000000.0
129101.0,1584998100000.0
129413.0,1584997200000.0
129590.0,1584996300000.0
130445.0,1584995400000.0
131679.0,1584994500000.0
131733.0,1584993600000.0
130344.0,1584992700000.0
128740.0,1584991800000.0
127927.0,1584990900000.0
126532.0,1584990000000.0
125273.0,1584989100000.0
122485.0,1584988200000.0
121004.0,1584987300000.0
119349.0,1584986400000.0
118143.0,1584985500000.0
116648.0,1584984600000.0
114657.0,1584983700000.0
113005.0,1584982800000.0
112418.0,1584981900000.0
112022.0,1584981000000.0
110902.0,1584980100000.0
108503.0,1584979200000.0
107647.0,1584978300000.0
105464.0,1584977400000.0
103206.0,1584976500000.0
100890.0,1584975600000.0
100026.0,1584974700000.0
97310.0,1584973800000.0
93886.0,1584972900000.0
91258.0,1584972000000.0
89302.0,1584971100000.0
87196.0,1584970200000.0
83628.0,1584969300000.0
81417.0,1584968400000.0
78908.0,1584967500000.0
76208.0,1584966600000.0
74455.0,1584965700000.0
73237.0,1584964800000.0
70508.0,1584963900000.0
69188.0,1584963000000.0
68667.0,1584962100000.0
68006.0,1584961200000.0
67644.0,1584960300000.0
66717.0,1584959400000.0
65667.0,1584958500000.0
65236.0,1584957600000.0
66080.0,1584956700000.0
65257.0,1584955800000.0
64182.0,1584954900000.0
64443.0,1584954000000.0
64169.0,1584953100000.0
64066.0,1584952200000.0
64180.0,1584951300000.0
64387.0,1584950400000.0
64907.0,1584949500000.0
66095.0,1584948600000.0
67747.0,1584947700000.0
71049.0,1584946800000.0
72258.0,1584945900000.0
74251.0,1584945000000.0
76155.0,1584944100000.0
78896.0,1584943200000.0
81377.0,1584942300000.0
83490.0,1584941400000.0
85634.0,1584940500000.0
88860.0,1584939600000.0
91466.0,1584938700000.0
94301.0,1584937800000.0
97155.0,1584936900000.0
100065.0,1584936000000.0
102556.0,1584935100000.0
104778.0,1584934200000.0
106682.0,1584933300000.0
108414.0,1584932400000.0
110349.0,1584931500000.0
111831.0,1584930600000.0
113144.0,1584929700000.0
114798.0,1584928800000.0
116212.0,1584927900000.0
117016.0,1584927000000.0
117322.0,1584926100000.0
118071.0,1584925200000.0
119186.0,1584924300000.0
120436.0,1584923400000.0
122054.0,1584922500000.0
122502.0,1584921600000.0
123588.0,1584920700000.0
124621.0,1584919800000.0
125890.0,1584918900000.0
127615.0,1584918000000.0
129591.0,1584917100000.0
131292.0,1584916200000.0
132691.0,1584915300000.0
133556.0,1584914400000.0
135385.0,1584913500000.0
136684.0,1584912600000.0
137223.0,1584911700000.0
138186.0,1584910800000.0
138531.0,1584909900000.0
137596.0,1584909000000.0
136875.0,1584908100000.0
135632.0,1584907200000.0
133564.0,1584906300000.0
133566.0,1584905400000.0
132340.0,1584904500000.0
131657.0,1584903600000.0
130174.0,1584902700000.0
128290.0,1584901800000.0
126240.0,1584900900000.0
124399.0,1584900000000.0
123147.0,1584899100000.0
121124.0,1584898200000.0
119436.0,1584897300000.0
118970.0,1584896400000.0
117611.0,1584895500000.0
116552.0,1584894600000.0
114803.0,1584893700000.0
113309.0,1584892800000.0
110667.0,1584891900000.0
108388.0,1584891000000.0
105437.0,1584890100000.0
102121.0,1584889200000.0
99755.0,1584888300000.0
96445.0,1584887400000.0
95249.0,1584886500000.0
91870.0,1584885600000.0
89865.0,1584884700000.0
87170.0,1584883800000.0
84787.0,1584882900000.0
82722.0,1584882000000.0
80565.0,1584881100000.0
77934.0,1584880200000.0
75671.0,1584879300000.0
74758.0,1584878400000.0
74067.0,1584877500000.0
71832.0,1584876600000.0
72196.0,1584875700000.0
69776.0,1584874800000.0
67983.0,1584873900000.0
67323.0,1584873000000.0
65858.0,1584872100000.0
65699.0,1584871200000.0
65554.0,1584870300000.0
65361.0,1584869400000.0
64470.0,1584868500000.0
64867.0,1584867600000.0
64470.0,1584866700000.0
64439.0,1584865800000.0
64945.0,1584864900000.0
65758.0,1584864000000.0
67022.0,1584863100000.0
69748.0,1584862200000.0
70734.0,1584861300000.0
73531.0,1584860400000.0
75895.0,1584859500000.0
78781.0,1584858600000.0
80073.0,1584857700000.0
82776.0,1584856800000.0
85443.0,1584855900000.0
88664.0,1584855000000.0
90428.0,1584854100000.0
93346.0,1584853200000.0
96082.0,1584852300000.0
99521.0,1584851400000.0
100937.0,1584850500000.0
103004.0,1584849600000.0
104882.0,1584848700000.0
106994.0,1584847800000.0
108424.0,1584846900000.0
109527.0,1584846000000.0
110792.0,1584845100000.0
111823.0,1584844200000.0
112748.0,1584843300000.0
113582.0,1584842400000.0
114566.0,1584841500000.0
114871.0,1584840600000.0
115312.0,1584839700000.0
116384.0,1584838800000.0
116700.0,1584837900000.0
117836.0,1584837000000.0
118936.0,1584836100000.0
119800.0,1584835200000.0
120955.0,1584834300000.0
122310.0,1584833400000.0
124080.0,1584832500000.0
125196.0,1584831600000.0
126558.0,1584830700000.0
127490.0,1584829800000.0
128205.0,1584828900000.0
129154.0,1584828000000.0
131022.0,1584827100000.0
132058.0,1584826200000.0
131710.0,1584825300000.0
132579.0,1584824400000.0
131913.0,1584823500000.0
132084.0,1584822600000.0
130997.0,1584821700000.0
129426.0,1584820800000.0
127557.0,1584819900000.0
127718.0,1584819000000.0
127186.0,1584818100000.0
126808.0,1584817200000.0
126238.0,1584816300000.0
125119.0,1584815400000.0
123222.0,1584814500000.0
122709.0,1584813600000.0
121613.0,1584812700000.0
119938.0,1584811800000.0
118844.0,1584810900000.0
117141.0,1584810000000.0
116288.0,1584809100000.0
115387.0,1584808200000.0
114851.0,1584807300000.0
112662.0,1584806400000.0
111682.0,1584805500000.0
110195.0,1584804600000.0
107916.0,1584803700000.0
105426.0,1584802800000.0
102103.0,1584801900000.0
100320.0,1584801000000.0
96527.0,1584800100000.0
94337.0,1584799200000.0
92258.0,1584798300000.0
89031.0,1584797400000.0
87376.0,1584796500000.0
84340.0,1584795600000.0
82338.0,1584794700000.0
79939.0,1584793800000.0
78178.0,1584792900000.0
75837.0,1584792000000.0
73775.0,1584791100000.0
72124.0,1584790200000.0
70544.0,1584789300000.0
69503.0,1584788400000.0
69466.0,1584787500000.0
69019.0,1584786600000.0
67516.0,1584785700000.0
66962.0,1584784800000.0
66350.0,1584783900000.0
65789.0,1584783000000.0
64850.0,1584782100000.0
64815.0,1584781200000.0
65228.0,1584780300000.0
64834.0,1584779400000.0
66059.0,1584778500000.0
66922.0,1584777600000.0
68273.0,1584776700000.0
69043.0,1584775800000.0
70594.0,1584774900000.0
72307.0,1584774000000.0
74636.0,1584773100000.0
76819.0,1584772200000.0
78739.0,1584771300000.0
81420.0,1584770400000.0
84060.0,1584769500000.0
86405.0,1584768600000.0
88415.0,1584767700000.0
91538.0,1584766800000.0
93746.0,1584765900000.0
96280.0,1584765000000.0
98360.0,1584764100000.0
101205.0,1584763200000.0
100908.0,1584762300000.0
102428.0,1584761400000.0
105403.0,1584760500000.0
106932.0,1584759600000.0
108887.0,1584758700000.0
109267.0,1584757800000.0
109852.0,1584756900000.0
110479.0,1584756000000.0
111240.0,1584755100000.0
111950.0,1584754200000.0
111272.0,1584753300000.0
112678.0,1584752400000.0
113021.0,1584751500000.0
113163.0,1584750600000.0
114023.0,1584749700000.0
115154.0,1584748800000.0
115112.0,1584747900000.0
115478.0,1584747000000.0
115954.0,1584746100000.0
116436.0,1584745200000.0
116880.0,1584744300000.0
119858.0,1584743400000.0
119729.0,1584742500000.0
121333.0,1584741600000.0
119470.0,1584740700000.0
123411.0,1584739800000.0
122301.0,1584738900000.0
122222.0,1584738000000.0
122592.0,1584737100000.0
122703.0,1584736200000.0
120941.0,1584735300000.0
118916.0,1584734400000.0
118782.0,1584733500000.0
116786.0,1584732600000.0
115782.0,1584731700000.0
114507.0,1584730800000.0
114061.0,1584729900000.0
112212.0,1584729000000.0
111755.0,1584728100000.0
109031.0,1584727200000.0
109790.0,1584726300000.0
108297.0,1584725400000.0
106787.0,1584724500000.0
106085.0,1584723600000.0
105576.0,1584722700000.0
105340.0,1584721800000.0
104311.0,1584720900000.0
103335.0,1584720000000.0
102350.0,1584719100000.0
101252.0,1584718200000.0
100334.0,1584717300000.0
98396.0,1584716400000.0
96997.0,1584715500000.0
94963.0,1584714600000.0
92324.0,1584713700000.0
90262.0,1584712800000.0
88265.0,1584711900000.0
86091.0,1584711000000.0
83812.0,1584710100000.0
81484.0,1584709200000.0
79512.0,1584708300000.0
77456.0,1584707400000.0
74673.0,1584706500000.0
72800.0,1584705600000.0
71855.0,1584704700000.0
69669.0,1584703800000.0
69582.0,1584702900000.0
68176.0,1584702000000.0
67033.0,1584701100000.0
61271.0,1584700200000.0
58433.0,1584699300000.0
57719.0,1584698400000.0
57015.0,1584697500000.0
63538.0,1584696600000.0
63308.0,1584695700000.0
62991.0,1584694800000.0
61415.0,1584693900000.0
60239.0,1584693000000.0
63331.0,1584692100000.0
63172.0,1584691200000.0
63611.0,1584690300000.0
63902.0,1584689400000.0
65917.0,1584688500000.0
67044.0,1584687600000.0
68615.0,1584686700000.0
70594.0,1584685800000.0
72012.0,1584684900000.0
74426.0,1584684000000.0
76556.0,1584683100000.0
79105.0,1584682200000.0
80887.0,1584681300000.0
83601.0,1584680400000.0
85835.0,1584679500000.0
88504.0,1584678600000.0
91166.0,1584677700000.0
93700.0,1584676800000.0
95944.0,1584675900000.0
97328.0,1584675000000.0
97200.0,1584674100000.0
101109.0,1584673200000.0
103319.0,1584672300000.0
104817.0,1584671400000.0
105274.0,1584670500000.0
106557.0,1584669600000.0
107264.0,1584668700000.0
108421.0,1584667800000.0
109137.0,1584666900000.0
108733.0,1584666000000.0
109203.0,1584665100000.0
109857.0,1584664200000.0
110362.0,1584663300000.0
110679.0,1584662400000.0
111575.0,1584661500000.0
111752.0,1584660600000.0
111924.0,1584659700000.0
112659.0,1584658800000.0
115324.0,1584657900000.0
116728.0,1584657000000.0
117500.0,1584656100000.0
118194.0,1584655200000.0
114152.0,1584654300000.0
112910.0,1584653400000.0
120738.0,1584652500000.0
120976.0,1584651600000.0
120655.0,1584650700000.0
118187.0,1584649800000.0
113761.0,1584648900000.0
113271.0,1584648000000.0
112470.0,1584647100000.0
110970.0,1584646200000.0
114462.0,1584645300000.0
115003.0,1584644400000.0
114455.0,1584643500000.0
113390.0,1584642600000.0
111625.0,1584641700000.0
109398.0,1584640800000.0
108431.0,1584639900000.0
106530.0,1584639000000.0
104868.0,1584638100000.0
103155.0,1584637200000.0
103172.0,1584636300000.0
103269.0,1584635400000.0
102356.0,1584634500000.0
100954.0,1584633600000.0
99812.0,1584632700000.0
97151.0,1584631800000.0
96220.0,1584630900000.0
94072.0,1584630000000.0
92237.0,1584629100000.0
89655.0,1584628200000.0
85612.0,1584627300000.0
82835.0,1584626400000.0
80278.0,1584625500000.0
77544.0,1584624600000.0
74367.0,1584623700000.0
69940.0,1584622800000.0
63776.0,1584621900000.0
67258.0,1584621000000.0
62790.0,1584620100000.0
57133.0,1584619200000.0
46185.0,1584618300000.0
34083.0,1584617400000.0
60565.0,1584616500000.0
62600.0,1584615600000.0
63815.0,1584614700000.0
62767.0,1584613800000.0
62494.0,1584612900000.0
62181.0,1584612000000.0
61901.0,1584611100000.0
61466.0,1584610200000.0
61068.0,1584609300000.0
61020.0,1584608400000.0
58808.0,1584607500000.0
61579.0,1584606600000.0
61806.0,1584605700000.0
61782.0,1584604800000.0
61474.0,1584603900000.0
63560.0,1584603000000.0
64344.0,1584602100000.0
65278.0,1584601200000.0
66858.0,1584600300000.0
69374.0,1584599400000.0
72166.0,1584598500000.0
74128.0,1584597600000.0
76356.0,1584596700000.0
78214.0,1584595800000.0
79932.0,1584594900000.0
83138.0,1584594000000.0
85719.0,1584593100000.0
87986.0,1584592200000.0
90161.0,1584591300000.0
91810.0,1584590400000.0
95037.0,1584589500000.0
96785.0,1584588600000.0
98236.0,1584587700000.0
99256.0,1584586800000.0
101611.0,1584585900000.0
102815.0,1584585000000.0
103429.0,1584584100000.0
104546.0,1584583200000.0
105017.0,1584582300000.0
105101.0,1584581400000.0
105011.0,1584580500000.0
106924.0,1584579600000.0
107762.0,1584578700000.0
106958.0,1584577800000.0
107068.0,1584576900000.0
107968.0,1584576000000.0
109006.0,1584575100000.0
109759.0,1584574200000.0
110798.0,1584573300000.0
111205.0,1584572400000.0
112785.0,1584571500000.0
113356.0,1584570600000.0
114552.0,1584569700000.0
115475.0,1584568800000.0
117221.0,1584567900000.0
117941.0,1584567000000.0
118025.0,1584566100000.0
118672.0,1584565200000.0
119268.0,1584564300000.0
120120.0,1584563400000.0
119550.0,1584562500000.0
118809.0,1584561600000.0
118571.0,1584560700000.0
117903.0,1584559800000.0
116662.0,1584558900000.0
114580.0,1584558000000.0
113346.0,1584557100000.0
111593.0,1584556200000.0
110015.0,1584555300000.0
108070.0,1584554400000.0
106448.0,1584553500000.0
104797.0,1584552600000.0
103071.0,1584551700000.0
101793.0,1584550800000.0
101928.0,1584549900000.0
100064.0,1584549000000.0
101242.0,1584548100000.0
99598.0,1584547200000.0
99153.0,1584546300000.0
97785.0,1584545400000.0
96077.0,1584544500000.0
94195.0,1584543600000.0
92536.0,1584542700000.0
90607.0,1584541800000.0
88526.0,1584540900000.0
86766.0,1584540000000.0
84178.0,1584539100000.0
82178.0,1584538200000.0
79692.0,1584537300000.0
77026.0,1584536400000.0
74583.0,1584535500000.0
72540.0,1584534600000.0
70679.0,1584533700000.0
68642.0,1584532800000.0
67907.0,1584531900000.0
66326.0,1584531000000.0
65384.0,1584530100000.0
63479.0,1584529200000.0
63103.0,1584528300000.0
62803.0,1584527400000.0
61974.0,1584526500000.0
61090.0,1584525600000.0
60613.0,1584524700000.0
59711.0,1584523800000.0
59461.0,1584522900000.0
59221.0,1584522000000.0
57101.0,1584521100000.0
59358.0,1584520200000.0
59665.0,1584519300000.0
59866.0,1584518400000.0
60380.0,1584517500000.0
60639.0,1584516600000.0
62006.0,1584515700000.0
63516.0,1584514800000.0
65055.0,1584513900000.0
67166.0,1584513000000.0
69401.0,1584512100000.0
71353.0,1584511200000.0
73112.0,1584510300000.0
75085.0,1584509400000.0
78150.0,1584508500000.0
80849.0,1584507600000.0
83640.0,1584506700000.0
84838.0,1584505800000.0
88012.0,1584504900000.0
90337.0,1584504000000.0
92672.0,1584503100000.0
94340.0,1584502200000.0
95769.0,1584501300000.0
96048.0,1584500400000.0
99985.0,1584499500000.0
101101.0,1584498600000.0
102323.0,1584497700000.0
102629.0,1584496800000.0
103812.0,1584495900000.0
104086.0,1584495000000.0
103951.0,1584494100000.0
104531.0,1584493200000.0
105022.0,1584492300000.0
104836.0,1584491400000.0
105262.0,1584490500000.0
105464.0,1584489600000.0
106623.0,1584488700000.0
107605.0,1584487800000.0
108433.0,1584486900000.0
109131.0,1584486000000.0
111003.0,1584485100000.0
111480.0,1584484200000.0
112468.0,1584483300000.0
113278.0,1584482400000.0
114966.0,1584481500000.0
115500.0,1584480600000.0
115526.0,1584479700000.0
116542.0,1584478800000.0
116971.0,1584477900000.0
116902.0,1584477000000.0
116296.0,1584476100000.0
115361.0,1584475200000.0
115130.0,1584474300000.0
114202.0,1584473400000.0
113726.0,1584472500000.0
112795.0,1584471600000.0
112525.0,1584470700000.0
110879.0,1584469800000.0
109754.0,1584468900000.0
107657.0,1584468000000.0
106569.0,1584467100000.0
105033.0,1584466200000.0
102295.0,1584465300000.0
100179.0,1584464400000.0
101619.0,1584463500000.0
100362.0,1584462600000.0
99414.0,1584461700000.0
98009.0,1584460800000.0
97779.0,1584459900000.0
96174.0,1584459000000.0
96224.0,1584458100000.0
92352.0,1584457200000.0
91473.0,1584456300000.0
88960.0,1584455400000.0
87597.0,1584454500000.0
85519.0,1584453600000.0
84086.0,1584452700000.0
81496.0,1584451800000.0
78741.0,1584450900000.0
76706.0,1584450000000.0
74410.0,1584449100000.0
72497.0,1584448200000.0
69828.0,1584447300000.0
67380.0,1584446400000.0
66485.0,1584445500000.0
65356.0,1584444600000.0
64367.0,1584443700000.0
63319.0,1584442800000.0
63055.0,1584441900000.0
61426.0,1584441000000.0
62405.0,1584440100000.0
61471.0,1584439200000.0
61178.0,1584438300000.0
60497.0,1584437400000.0
59221.0,1584436500000.0
59359.0,1584435600000.0
57856.0,1584434700000.0
59912.0,1584433800000.0
59792.0,1584432900000.0
60006.0,1584432000000.0
61344.0,1584431100000.0
62012.0,1584430200000.0
63219.0,1584429300000.0
63554.0,1584428400000.0
65380.0,1584427500000.0
66753.0,1584426600000.0
68713.0,1584425700000.0
70494.0,1584424800000.0
72445.0,1584423900000.0
74394.0,1584423000000.0
76029.0,1584422100000.0
78744.0,1584421200000.0
81327.0,1584420300000.0
83818.0,1584419400000.0
85919.0,1584418500000.0
88100.0,1584417600000.0
93547.0,1584416700000.0
99949.0,1584415800000.0
94594.0,1584414900000.0
95883.0,1584414000000.0
98117.0,1584413100000.0
99187.0,1584412200000.0
100626.0,1584411300000.0
101691.0,1584410400000.0
106294.0,1584409500000.0
108528.0,1584408600000.0
102851.0,1584407700000.0
103590.0,1584406800000.0
104036.0,1584405900000.0
104478.0,1584405000000.0
104361.0,1584404100000.0
104262.0,1584403200000.0
105211.0,1584402300000.0
105843.0,1584401400000.0
106399.0,1584400500000.0
106544.0,1584399600000.0
107555.0,1584398700000.0
108567.0,1584397800000.0
109490.0,1584396900000.0
110191.0,1584396000000.0
110533.0,1584395100000.0
111487.0,1584394200000.0
113880.0,1584393300000.0
119353.0,1584392400000.0
113915.0,1584391500000.0
111002.0,1584390600000.0
112024.0,1584389700000.0
111853.0,1584388800000.0
111426.0,1584387900000.0
109779.0,1584387000000.0
109396.0,1584386100000.0
107646.0,1584385200000.0
106897.0,1584384300000.0
105171.0,1584383400000.0
102143.0,1584382500000.0
101095.0,1584381600000.0
99476.0,1584380700000.0
98595.0,1584379800000.0
96649.0,1584378900000.0
94518.0,1584378000000.0
96350.0,1584377100000.0
93947.0,1584376200000.0
92854.0,1584375300000.0
92970.0,1584374400000.0
91951.0,1584373500000.0
90467.0,1584372600000.0
88750.0,1584371700000.0
86615.0,1584370800000.0
85393.0,1584369900000.0
83583.0,1584369000000.0
81385.0,1584368100000.0
79172.0,1584367200000.0
77598.0,1584366300000.0
75816.0,1584365400000.0
