"item_id","date","buy","sell","abuy","asell"
"12215","2019-06-11 21:00:00","0","4555","0","1"
"12221","2019-06-11 21:00:00","0","9200","0","1"
"12307","2019-06-11 21:00:00","0","3669","0","1"
"12335","2019-06-11 21:00:00","0","209300","0","1"
"1265","2019-06-11 21:00:00","0","71","0","1"
"1277","2019-06-11 21:00:00","0","30","0","1"
"12970","2019-06-11 21:00:00","0","170000","0","1"
"1321","2019-06-11 21:00:00","0","50","0","1"
"1645","2019-06-11 21:00:00","0","12100","0","1"
"20143","2019-06-11 21:00:00","0","1807000","0","1"
"2026","2019-06-11 21:00:00","0","55","0","1"
"2900","2019-06-11 21:00:00","0","1611","0","1"
"3012","2019-06-11 21:00:00","0","236","0","1"
"3486","2019-06-11 21:00:00","0","1880001","0","1"
"4532","2019-06-11 21:00:00","0","3276","0","1"
"4546","2019-06-11 21:00:00","0","957","0","1"
"4902","2019-06-11 21:00:00","0","1182009","0","1"
"10","2019-06-11 21:30:00","0","188242","0","1"
"10079","2019-06-11 21:30:00","0","1527","0","1"
"1009","2019-06-11 21:30:00","0","84","0","1"
"10127","2019-06-11 21:30:00","0","1178","0","1"
"10158","2019-06-11 21:30:00","0","55","0","1"
"1027","2019-06-11 21:30:00","0","475","0","1"
"10394","2019-06-11 21:30:00","0","744000","0","1"
"1075","2019-06-11 21:30:00","0","150","0","1"
"1081","2019-06-11 21:30:00","0","55","0","1"
"10826","2019-06-11 21:30:00","0","1183","0","1"
"10956","2019-06-11 21:30:00","0","558","0","1"
"1103","2019-06-11 21:30:00","0","44","0","1"
"11286","2019-06-11 21:30:00","0","5960000","0","1"
"1159","2019-06-11 21:30:00","0","723","0","1"
"1197","2019-06-11 21:30:00","0","1000","0","1"
"12","2019-06-11 21:30:00","0","187501","0","1"
"1203","2019-06-11 21:30:00","0","10","0","1"
"1205","2019-06-11 21:30:00","0","31","0","1"
"12205","2019-06-11 21:30:00","0","77000","0","1"
"12219","2019-06-11 21:30:00","0","1756","0","1"
"12235","2019-06-11 21:30:00","0","435000","0","1"
"12307","2019-06-11 21:30:00","0","3669","0","1"
"12319","2019-06-11 21:30:00","0","3609","0","1"
"1239","2019-06-11 21:30:00","0","5","0","1"
"12526","2019-06-11 21:30:00","0","1700001","0","1"
"12598","2019-06-11 21:30:00","0","681003","0","1"
"12883","2019-06-11 21:30:00","0","2314996","0","1"
"1291","2019-06-11 21:30:00","0","25","0","1"
"1307","2019-06-11 21:30:00","0","50","0","1"
"13157","2019-06-11 21:30:00","0","917222","0","1"
"13448","2019-06-11 21:30:00","0","251","0","1"
"13463","2019-06-11 21:30:00","0","650","0","1"
"13466","2019-06-11 21:30:00","0","1657","0","1"
"1375","2019-06-11 21:30:00","0","20","0","1"
"1422","2019-06-11 21:30:00","0","27","0","1"
"1454","2019-06-11 21:30:00","0","500","0","1"
"1456","2019-06-11 21:30:00","0","9000","0","1"
"20023","2019-06-11 21:30:00","0","14503","0","1"
"20140","2019-06-11 21:30:00","0","128000","0","1"
"20229","2019-06-11 21:30:00","0","9530","0","1"
"20595","2019-06-11 21:30:00","0","449002","0","1"
"21015","2019-06-11 21:30:00","0","6046012","0","1"
"22324","2019-06-11 21:30:00","0","166001000","0","1"
"22328","2019-06-11 21:30:00","0","16900000","0","1"
"22869","2019-06-11 21:30:00","0","101997","0","1"
"22951","2019-06-11 21:30:00","0","1000999","0","1"
"23050","2019-06-11 21:30:00","0","250000","0","1"
"2900","2019-06-11 21:30:00","0","1264","0","1"
"311","2019-06-11 21:30:00","0","400","0","1"
"3333","2019-06-11 21:30:00","0","3","0","1"
"3481","2019-06-11 21:30:00","0","2475000","0","1"
"3483","2019-06-11 21:30:00","0","3990000","0","1"
"3486","2019-06-11 21:30:00","0","1880001","0","1"
"3678","2019-06-11 21:30:00","0","7015","0","1"
"4101","2019-06-11 21:30:00","0","71532","0","1"
"4103","2019-06-11 21:30:00","0","48012","0","1"
"4105","2019-06-11 21:30:00","0","5162","0","1"
"4111","2019-06-11 21:30:00","0","71400","0","1"
"4121","2019-06-11 21:30:00","0","4134","0","1"
"4902","2019-06-11 21:30:00","0","1177000","0","1"
"528","2019-06-11 21:30:00","0","250","0","1"
"5292","2019-06-11 21:30:00","0","4","0","1"
"5299","2019-06-11 21:30:00","0","207","0","1"
"6","2019-06-11 21:30:00","0","187501","0","1"
"6043","2019-06-11 21:30:00","0","30","0","1"
"6889","2019-06-11 21:30:00","0","5019394","0","1"
"7158","2019-06-11 21:30:00","0","131788","0","1"
"8","2019-06-11 21:30:00","0","188528","0","1"
"803","2019-06-11 21:30:00","0","134","0","1"
"845","2019-06-11 21:30:00","0","85","0","1"
"9026","2019-06-11 21:30:00","0","200","0","1"
"9731","2019-06-11 21:30:00","0","17744","0","1"
"10047","2019-06-11 22:00:00","0","1723","0","1"
"10051","2019-06-11 22:00:00","0","1570","0","1"
"10448","2019-06-11 22:00:00","0","12161","0","1"
"1117","2019-06-11 22:00:00","0","34","0","1"
"11286","2019-06-11 22:00:00","0","5960000","0","1"
"11367","2019-06-11 22:00:00","0","101","0","1"
"11990","2019-06-11 22:00:00","0","10487","0","1"
"12239","2019-06-11 22:00:00","0","4660","0","1"
"12281","2019-06-11 22:00:00","0","7907","0","1"
"12291","2019-06-11 22:00:00","0","744","0","1"
"12307","2019-06-11 22:00:00","0","3669","0","1"
"1231","2019-06-11 22:00:00","0","17214","0","1"
"12325","2019-06-11 22:00:00","0","1607","0","1"
"12359","2019-06-11 22:00:00","0","3320","0","1"
"12361","2019-06-11 22:00:00","0","4751","0","1"
"12532","2019-06-11 22:00:00","0","8285","0","1"
"12976","2019-06-11 22:00:00","0","336322","0","1"
"19946","2019-06-11 22:00:00","0","6090","0","1"
"19997","2019-06-11 22:00:00","0","935000","0","1"
"20128","2019-06-11 22:00:00","0","166000","0","1"
"20243","2019-06-11 22:00:00","0","3605","0","1"
"20756","2019-06-11 22:00:00","0","532734","0","1"
"21387","2019-06-11 22:00:00","0","17301","0","1"
"22195","2019-06-11 22:00:00","0","1111","0","1"
"22218","2019-06-11 22:00:00","0","3274","0","1"
"22326","2019-06-11 22:00:00","0","32214685","0","1"
"22327","2019-06-11 22:00:00","0","14854685","0","1"
"22328","2019-06-11 22:00:00","0","16801829","0","1"
"22806","2019-06-11 22:00:00","0","3001","0","1"
"22960","2019-06-11 22:00:00","0","63585","0","1"
"23059","2019-06-11 22:00:00","0","79855","0","1"
"23303","2019-06-11 22:00:00","0","98560","0","1"
"23351","2019-06-11 22:00:00","0","16798000","0","1"
"3012","2019-06-11 22:00:00","0","259","0","1"
"3014","2019-06-11 22:00:00","0","116","0","1"
"3044","2019-06-11 22:00:00","0","112","0","1"
"3836","2019-06-11 22:00:00","0","2976","0","1"
"3837","2019-06-11 22:00:00","0","3350","0","1"
"3838","2019-06-11 22:00:00","0","3533","0","1"
"4099","2019-06-11 22:00:00","0","61564","0","1"
"4105","2019-06-11 22:00:00","0","4900","0","1"
"4164","2019-06-11 22:00:00","0","300","0","1"
"4166","2019-06-11 22:00:00","0","201","0","1"
"4168","2019-06-11 22:00:00","0","285","0","1"
"4212","2019-06-11 22:00:00","0","898000","0","1"
"4938","2019-06-11 22:00:00","0","95465","0","1"
"5096","2019-06-11 22:00:00","0","1","0","1"
"5529","2019-06-11 22:00:00","0","6","0","1"
"5755","2019-06-11 22:00:00","0","1133","0","1"
"6235","2019-06-11 22:00:00","0","3418","0","1"
"6470","2019-06-11 22:00:00","0","470","0","1"
"658","2019-06-11 22:00:00","0","675","0","1"
"7400","2019-06-11 22:00:00","0","13630","0","1"
"837","2019-06-11 22:00:00","0","8","0","1"
"9470","2019-06-11 22:00:00","0","529999","0","1"
"9745","2019-06-11 22:00:00","0","276","0","1"
"10079","2019-06-11 22:30:00","0","1672","0","1"
"10380","2019-06-11 22:30:00","0","248000","0","1"
"11335","2019-06-11 22:30:00","0","42100001","0","1"
"1175","2019-06-11 22:30:00","0","31","0","1"
"1187","2019-06-11 22:30:00","0","301000","0","1"
"1189","2019-06-11 22:30:00","0","32","0","1"
"11931","2019-06-11 22:30:00","0","278000","0","1"
"12279","2019-06-11 22:30:00","0","5400","0","1"
"12283","2019-06-11 22:30:00","0","5682","0","1"
"12285","2019-06-11 22:30:00","0","1228","0","1"
"12295","2019-06-11 22:30:00","0","1300","0","1"
"12307","2019-06-11 22:30:00","0","3669","0","1"
"12351","2019-06-11 22:30:00","0","200000","0","1"
"12359","2019-06-11 22:30:00","0","2854","0","1"
"12361","2019-06-11 22:30:00","0","4500","0","1"
"12514","2019-06-11 22:30:00","0","19000","0","1"
"1265","2019-06-11 22:30:00","0","110","0","1"
"12759","2019-06-11 22:30:00","0","160884","0","1"
"12777","2019-06-11 22:30:00","0","2682","0","1"
"1279","2019-06-11 22:30:00","0","26","0","1"
"12817","2019-06-11 22:30:00","0","635501000","0","1"
"1291","2019-06-11 22:30:00","0","20","0","1"
"12968","2019-06-11 22:30:00","0","216000","0","1"
"1299","2019-06-11 22:30:00","0","561","0","1"
"13048","2019-06-11 22:30:00","0","163100","0","1"
"13159","2019-06-11 22:30:00","0","774000","0","1"
"13175","2019-06-11 22:30:00","0","42780","0","1"
"135","2019-06-11 22:30:00","0","150","0","1"
"1363","2019-06-11 22:30:00","0","25","0","1"
"1454","2019-06-11 22:30:00","0","500","0","1"
"1681","2019-06-11 22:30:00","0","2060","0","1"
"19586","2019-06-11 22:30:00","0","29000","0","1"
"19589","2019-06-11 22:30:00","0","36123","0","1"
"1971","2019-06-11 22:30:00","0","26","0","1"
"20152","2019-06-11 22:30:00","0","354741","0","1"
"20155","2019-06-11 22:30:00","0","3619999","0","1"
"20205","2019-06-11 22:30:00","0","450000","0","1"
"20275","2019-06-11 22:30:00","0","830","0","1"
"20517","2019-06-11 22:30:00","0","582318","0","1"
"20756","2019-06-11 22:30:00","0","524989","0","1"
"22263","2019-06-11 22:30:00","0","807","0","1"
"23188","2019-06-11 22:30:00","0","823000","0","1"
"2671","2019-06-11 22:30:00","0","41326","0","1"
"2878","2019-06-11 22:30:00","0","1","0","1"
"3044","2019-06-11 22:30:00","0","112","0","1"
"3046","2019-06-11 22:30:00","0","59","0","1"
"3122","2019-06-11 22:30:00","0","33249","0","1"
"3188","2019-06-11 22:30:00","0","152","0","1"
"3444","2019-06-11 22:30:00","0","4999","0","1"
"3481","2019-06-11 22:30:00","0","2455001","0","1"
"3483","2019-06-11 22:30:00","0","4004449","0","1"
"3777","2019-06-11 22:30:00","0","2118","0","1"
"3799","2019-06-11 22:30:00","0","241","0","1"
"4099","2019-06-11 22:30:00","0","55846","0","1"
"4107","2019-06-11 22:30:00","0","98500","0","1"
"4115","2019-06-11 22:30:00","0","5722","0","1"
"4310","2019-06-11 22:30:00","0","3056","0","1"
"4827","2019-06-11 22:30:00","0","1037","0","1"
"4950","2019-06-11 22:30:00","0","247045","0","1"
"5575","2019-06-11 22:30:00","0","5550","0","1"
"5576","2019-06-11 22:30:00","0","4638","0","1"
"5617","2019-06-11 22:30:00","0","26","0","1"
"6392","2019-06-11 22:30:00","0","981","0","1"
"7188","2019-06-11 22:30:00","0","27","0","1"
"9034","2019-06-11 22:30:00","0","1245","0","1"
"9181","2019-06-11 22:30:00","0","799","0","1"
"9470","2019-06-11 22:30:00","0","527500","0","1"
"9733","2019-06-11 22:30:00","0","1550","0","1"
"10079","2019-06-11 23:00:00","0","1527","0","1"
"10284","2019-06-11 23:00:00","0","3000","0","1"
"10448","2019-06-11 23:00:00","0","12001","0","1"
"10466","2019-06-11 23:00:00","0","111043","0","1"
"105","2019-06-11 23:00:00","0","1241","0","1"
"10999","2019-06-11 23:00:00","0","201","0","1"
"11115","2019-06-11 23:00:00","0","12802","0","1"
"11286","2019-06-11 23:00:00","0","5965000","0","1"
"1137","2019-06-11 23:00:00","0","16","0","1"
"11789","2019-06-11 23:00:00","0","420166","0","1"
"11953","2019-06-11 23:00:00","0","651","0","1"
"12229","2019-06-11 23:00:00","0","2100","0","1"
"12233","2019-06-11 23:00:00","0","57333","0","1"
"12277","2019-06-11 23:00:00","0","6377","0","1"
"12279","2019-06-11 23:00:00","0","5799","0","1"
"1231","2019-06-11 23:00:00","0","17214","0","1"
"12319","2019-06-11 23:00:00","0","3096","0","1"
"12369","2019-06-11 23:00:00","0","5741","0","1"
"12538","2019-06-11 23:00:00","0","10587","0","1"
"13165","2019-06-11 23:00:00","0","581019","0","1"
"13448","2019-06-11 23:00:00","0","250","0","1"
"1420","2019-06-11 23:00:00","0","10","0","1"
"1664","2019-06-11 23:00:00","0","12211","0","1"
"1677","2019-06-11 23:00:00","0","676","0","1"
"1702","2019-06-11 23:00:00","0","12013","0","1"
"1897","2019-06-11 23:00:00","0","234","0","1"
"20023","2019-06-11 23:00:00","0","6999","0","1"
"20155","2019-06-11 23:00:00","0","3619999","0","1"
"20736","2019-06-11 23:00:00","0","25792","0","1"
"22218","2019-06-11 23:00:00","0","3200","0","1"
"22263","2019-06-11 23:00:00","0","807","0","1"
"22328","2019-06-11 23:00:00","0","16800000","0","1"
"22795","2019-06-11 23:00:00","0","9000","0","1"
"22963","2019-06-11 23:00:00","0","36637","0","1"
"23279","2019-06-11 23:00:00","0","9500000","0","1"
"23297","2019-06-11 23:00:00","0","145000","0","1"
"23306","2019-06-11 23:00:00","0","47000","0","1"
"23351","2019-06-11 23:00:00","0","16612000","0","1"
"3480","2019-06-11 23:00:00","0","39687","0","1"
"3836","2019-06-11 23:00:00","0","2865","0","1"
"4099","2019-06-11 23:00:00","0","55846","0","1"
"4105","2019-06-11 23:00:00","0","5300","0","1"
"4168","2019-06-11 23:00:00","0","314","0","1"
"4890","2019-06-11 23:00:00","0","973099","0","1"
"4896","2019-06-11 23:00:00","0","943099","0","1"
"4902","2019-06-11 23:00:00","0","1186100","0","1"
"4938","2019-06-11 23:00:00","0","95000","0","1"
"4944","2019-06-11 23:00:00","0","1701992","0","1"
"5103","2019-06-11 23:00:00","0","155","0","1"
"5575","2019-06-11 23:00:00","0","5550","0","1"
"5576","2019-06-11 23:00:00","0","4638","0","1"
"5970","2019-06-11 23:00:00","0","44","0","1"
"642","2019-06-11 23:00:00","0","760","0","1"
"7158","2019-06-11 23:00:00","0","133112","0","1"
"7435","2019-06-11 23:00:00","0","282","0","1"
"837","2019-06-11 23:00:00","0","8","0","1"
"9028","2019-06-11 23:00:00","0","995","0","1"
"9470","2019-06-11 23:00:00","0","527500","0","1"
"10378","2019-06-11 23:30:00","0","261000","0","1"
"1081","2019-06-11 23:30:00","0","56","0","1"
"11074","2019-06-11 23:30:00","0","561","0","1"
"11244","2019-06-11 23:30:00","0","1464","0","1"
"1137","2019-06-11 23:30:00","0","16","0","1"
"11902","2019-06-11 23:30:00","0","40052","0","1"
"11990","2019-06-11 23:30:00","0","10613","0","1"
"12213","2019-06-11 23:30:00","0","31042","0","1"
"12225","2019-06-11 23:30:00","0","130001","0","1"
"12227","2019-06-11 23:30:00","0","15001","0","1"
"12231","2019-06-11 23:30:00","0","88620","0","1"
"12233","2019-06-11 23:30:00","0","60985","0","1"
"12239","2019-06-11 23:30:00","0","6634","0","1"
"12307","2019-06-11 23:30:00","0","3669","0","1"
"1231","2019-06-11 23:30:00","0","17214","0","1"
"1277","2019-06-11 23:30:00","0","30","0","1"
"1285","2019-06-11 23:30:00","0","305","0","1"
"13454","2019-06-11 23:30:00","0","850","0","1"
"13463","2019-06-11 23:30:00","0","650","0","1"
"13469","2019-06-11 23:30:00","0","875","0","1"
"13490","2019-06-11 23:30:00","0","2404","0","1"
"1456","2019-06-11 23:30:00","0","10241","0","1"
"1645","2019-06-11 23:30:00","0","12106","0","1"
"1973","2019-06-11 23:30:00","0","50","0","1"
"19915","2019-06-11 23:30:00","0","2287","0","1"
"20275","2019-06-11 23:30:00","0","830","0","1"
"20730","2019-06-11 23:30:00","0","83254","0","1"
"21643","2019-06-11 23:30:00","0","1694721","0","1"
"22106","2019-06-11 23:30:00","0","80000","0","1"
"22111","2019-06-11 23:30:00","0","100555","0","1"
"22218","2019-06-11 23:30:00","0","3200","0","1"
"22368","2019-06-11 23:30:00","0","2851666","0","1"
"22966","2019-06-11 23:30:00","0","70831022","0","1"
"23110","2019-06-11 23:30:00","0","159002","0","1"
"2526","2019-06-11 23:30:00","0","200","0","1"
"263","2019-06-11 23:30:00","0","1213","0","1"
"2669","2019-06-11 23:30:00","0","38400","0","1"
"2878","2019-06-11 23:30:00","0","1","0","1"
"2900","2019-06-11 23:30:00","0","1300","0","1"
"3010","2019-06-11 23:30:00","0","415","0","1"
"3046","2019-06-11 23:30:00","0","59","0","1"
"3773","2019-06-11 23:30:00","0","50","0","1"
"3797","2019-06-11 23:30:00","0","1065","0","1"
"3801","2019-06-11 23:30:00","0","1151","0","1"
"3835","2019-06-11 23:30:00","0","4484","0","1"
"3837","2019-06-11 23:30:00","0","4174","0","1"
"4109","2019-06-11 23:30:00","0","10001","0","1"
"4164","2019-06-11 23:30:00","0","396","0","1"
"4421","2019-06-11 23:30:00","0","863","0","1"
"4716","2019-06-11 23:30:00","0","242689","0","1"
"4728","2019-06-11 23:30:00","0","690480","0","1"
"4914","2019-06-11 23:30:00","0","780007","0","1"
"4932","2019-06-11 23:30:00","0","35479","0","1"
"5574","2019-06-11 23:30:00","0","3395","0","1"
"5730","2019-06-11 23:30:00","0","42101","0","1"
"628","2019-06-11 23:30:00","0","400","0","1"
"6388","2019-06-11 23:30:00","0","1","0","1"
"6916","2019-06-11 23:30:00","0","4447001","0","1"
"6918","2019-06-11 23:30:00","0","3424123","0","1"
"6924","2019-06-11 23:30:00","0","4350000","0","1"
"7170","2019-06-11 23:30:00","0","1000","0","1"
"7178","2019-06-11 23:30:00","0","98","0","1"
"7400","2019-06-11 23:30:00","0","13875","0","1"
"10002","2019-06-12 00:00:00","0","1250","0","1"
"10284","2019-06-12 00:00:00","0","2386","0","1"
"10376","2019-06-12 00:00:00","0","7698","0","1"
"10414","2019-06-12 00:00:00","0","80000","0","1"
"10442","2019-06-12 00:00:00","0","2817","0","1"
"1085","2019-06-12 00:00:00","0","1350","0","1"
"11477","2019-06-12 00:00:00","0","650","0","1"
"1175","2019-06-12 00:00:00","0","30","0","1"
"11822","2019-06-12 00:00:00","0","150800","0","1"
"11990","2019-06-12 00:00:00","0","10000","0","1"
"12283","2019-06-12 00:00:00","0","5981","0","1"
"12293","2019-06-12 00:00:00","0","609","0","1"
"12325","2019-06-12 00:00:00","0","2000","0","1"
"12530","2019-06-12 00:00:00","0","8125","0","1"
"12536","2019-06-12 00:00:00","0","72000","0","1"
"12846","2019-06-12 00:00:00","0","2271456","0","1"
"1291","2019-06-12 00:00:00","0","20","0","1"
"12936","2019-06-12 00:00:00","0","10003","0","1"
"13159","2019-06-12 00:00:00","0","750000","0","1"
"1369","2019-06-12 00:00:00","0","773","0","1"
"1664","2019-06-12 00:00:00","0","12400","0","1"
"1771","2019-06-12 00:00:00","0","342","0","1"
"2011","2019-06-12 00:00:00","0","722","0","1"
"20229","2019-06-12 00:00:00","0","8232","0","1"
"2026","2019-06-12 00:00:00","0","172","0","1"
"20756","2019-06-12 00:00:00","0","524033","0","1"
"21009","2019-06-12 00:00:00","0","76137","0","1"
"21387","2019-06-12 00:00:00","0","17301","0","1"
"2166","2019-06-12 00:00:00","0","2000","0","1"
"21975","2019-06-12 00:00:00","0","12300","0","1"
"22438","2019-06-12 00:00:00","0","64000000","0","1"
"22808","2019-06-12 00:00:00","0","2901","0","1"
"22963","2019-06-12 00:00:00","0","36700","0","1"
"22988","2019-06-12 00:00:00","0","115013","0","1"
"23276","2019-06-12 00:00:00","0","15300000","0","1"
"23297","2019-06-12 00:00:00","0","147000","0","1"
"2890","2019-06-12 00:00:00","0","1561","0","1"
"2902","2019-06-12 00:00:00","0","790","0","1"
"3014","2019-06-12 00:00:00","0","116","0","1"
"3198","2019-06-12 00:00:00","0","7011","0","1"
"3483","2019-06-12 00:00:00","0","3960000","0","1"
"3759","2019-06-12 00:00:00","0","334","0","1"
"3787","2019-06-12 00:00:00","0","747","0","1"
"3838","2019-06-12 00:00:00","0","3886","0","1"
"4107","2019-06-12 00:00:00","0","99000","0","1"
"4109","2019-06-12 00:00:00","0","10001","0","1"
"4302","2019-06-12 00:00:00","0","190","0","1"
"4724","2019-06-12 00:00:00","0","893001","0","1"
"4726","2019-06-12 00:00:00","0","895000","0","1"
"4926","2019-06-12 00:00:00","0","422007","0","1"
"5016","2019-06-12 00:00:00","0","272","0","1"
"5282","2019-06-12 00:00:00","0","50","0","1"
"5537","2019-06-12 00:00:00","0","172","0","1"
"5575","2019-06-12 00:00:00","0","5550","0","1"
"6794","2019-06-12 00:00:00","0","11","0","1"
"6916","2019-06-12 00:00:00","0","4457297","0","1"
"6918","2019-06-12 00:00:00","0","3424125","0","1"
"7178","2019-06-12 00:00:00","0","98","0","1"
"7225","2019-06-12 00:00:00","0","77","0","1"
"7323","2019-06-12 00:00:00","0","1475","0","1"
"7441","2019-06-12 00:00:00","0","1","0","1"
"9448","2019-06-12 00:00:00","0","8","0","1"
"9741","2019-06-12 00:00:00","0","562","0","1"
"10284","2019-06-12 00:30:00","0","2301","0","1"
"10378","2019-06-12 00:30:00","0","246910","0","1"
"10380","2019-06-12 00:30:00","0","244000","0","1"
"10448","2019-06-12 00:30:00","0","12200","0","1"
"10462","2019-06-12 00:30:00","0","109500","0","1"
"1085","2019-06-12 00:30:00","0","1350","0","1"
"10937","2019-06-12 00:30:00","0","6988","0","1"
"10973","2019-06-12 00:30:00","0","169","0","1"
"1103","2019-06-12 00:30:00","0","45","0","1"
"11286","2019-06-12 00:30:00","0","6000000","0","1"
"11820","2019-06-12 00:30:00","0","152003","0","1"
"11902","2019-06-12 00:30:00","0","40169","0","1"
"11955","2019-06-12 00:30:00","0","233","0","1"
"1205","2019-06-12 00:30:00","0","38","0","1"
"12223","2019-06-12 00:30:00","0","4094","0","1"
"12291","2019-06-12 00:30:00","0","1995","0","1"
"12307","2019-06-12 00:30:00","0","1504","0","1"
"1231","2019-06-12 00:30:00","0","17214","0","1"
"12351","2019-06-12 00:30:00","0","207117","0","1"
"12361","2019-06-12 00:30:00","0","6859","0","1"
"12526","2019-06-12 00:30:00","0","1700026","0","1"
"12534","2019-06-12 00:30:00","0","10542","0","1"
"13157","2019-06-12 00:30:00","0","915000","0","1"
"13227","2019-06-12 00:30:00","0","3412986","0","1"
"133","2019-06-12 00:30:00","0","230","0","1"
"13448","2019-06-12 00:30:00","0","250","0","1"
"13454","2019-06-12 00:30:00","0","850","0","1"
"13469","2019-06-12 00:30:00","0","875","0","1"
"1389","2019-06-12 00:30:00","0","75","0","1"
