"item_id","date","buy","sell","abuy","asell"
"11810","2019-08-03 21:30:00","0","13499999","0","1"
"11953","2019-08-03 21:30:00","0","637","0","1"
"12462","2019-08-03 21:30:00","0","41458","0","1"
"12476","2019-08-03 21:30:00","0","21502","0","1"
"12478","2019-08-03 21:30:00","0","33400","0","1"
"12502","2019-08-03 21:30:00","0","178000","0","1"
"12504","2019-08-03 21:30:00","0","67000","0","1"
"12506","2019-08-03 21:30:00","0","59386","0","1"
"12534","2019-08-03 21:30:00","0","6001","0","1"
"12622","2019-08-03 21:30:00","0","124000","0","1"
"1283","2019-08-03 21:30:00","0","243","0","1"
"1297","2019-08-03 21:30:00","0","265","0","1"
"13016","2019-08-03 21:30:00","0","25533","0","1"
"13227","2019-08-03 21:30:00","0","3901557","0","1"
"13265","2019-08-03 21:30:00","0","8050000","0","1"
"13463","2019-08-03 21:30:00","0","965","0","1"
"1664","2019-08-03 21:30:00","0","12200","0","1"
"179","2019-08-03 21:30:00","0","61","0","1"
"1919","2019-08-03 21:30:00","0","30","0","1"
"19662","2019-08-03 21:30:00","0","760","0","1"
"20002","2019-08-03 21:30:00","0","1001000","0","1"
"20008","2019-08-03 21:30:00","0","22223","0","1"
"20266","2019-08-03 21:30:00","0","14489","0","1"
"2074","2019-08-03 21:30:00","0","2000","0","1"
"2092","2019-08-03 21:30:00","0","2000","0","1"
"22443","2019-08-03 21:30:00","0","4098","0","1"
"22467","2019-08-03 21:30:00","0","2839","0","1"
"22731","2019-08-03 21:30:00","0","36000","0","1"
"22866","2019-08-03 21:30:00","0","189005","0","1"
"22999","2019-08-03 21:30:00","0","13093","0","1"
"23291","2019-08-03 21:30:00","0","48629","0","1"
"23351","2019-08-03 21:30:00","0","17999999","0","1"
"23398","2019-08-03 21:30:00","0","9507","0","1"
"23694","2019-08-03 21:30:00","0","4623","0","1"
"23739","2019-08-03 21:30:00","0","2412","0","1"
"23956","2019-08-03 21:30:00","0","1750000","0","1"
"23997","2019-08-03 21:30:00","0","83499994","0","1"
"24021","2019-08-03 21:30:00","0","4783","0","1"
"2599","2019-08-03 21:30:00","0","10208","0","1"
"2633","2019-08-03 21:30:00","0","10026","0","1"
"2635","2019-08-03 21:30:00","0","77438","0","1"
"3012","2019-08-03 21:30:00","0","101","0","1"
"3239","2019-08-03 21:30:00","0","128","0","1"
"3755","2019-08-03 21:30:00","0","41602","0","1"
"4166","2019-08-03 21:30:00","0","300","0","1"
"4529","2019-08-03 21:30:00","0","326","0","1"
"4627","2019-08-03 21:30:00","0","1041","0","1"
"4716","2019-08-03 21:30:00","0","290010","0","1"
"4718","2019-08-03 21:30:00","0","776547","0","1"
"4872","2019-08-03 21:30:00","0","2432577","0","1"
"4878","2019-08-03 21:30:00","0","2452000","0","1"
"5730","2019-08-03 21:30:00","0","36794","0","1"
"5767","2019-08-03 21:30:00","0","513","0","1"
"6390","2019-08-03 21:30:00","0","1259","0","1"
"642","2019-08-03 21:30:00","0","215","0","1"
"7054","2019-08-03 21:30:00","0","240","0","1"
"7082","2019-08-03 21:30:00","0","78","0","1"
"7188","2019-08-03 21:30:00","0","35","0","1"
"7376","2019-08-03 21:30:00","0","5579","0","1"
"7394","2019-08-03 21:30:00","0","788538","0","1"
"7398","2019-08-03 21:30:00","0","48806","0","1"
"7400","2019-08-03 21:30:00","0","9900","0","1"
"837","2019-08-03 21:30:00","0","110","0","1"
"8901","2019-08-03 21:30:00","0","913436","0","1"
"981","2019-08-03 21:30:00","0","6382","0","1"
"10085","2019-08-03 22:00:00","0","2449","0","1"
"10302","2019-08-03 22:00:00","0","2005","0","1"
"10392","2019-08-03 22:00:00","0","20000","0","1"
"10826","2019-08-03 22:00:00","0","826","0","1"
"1091","2019-08-03 22:00:00","0","3606","0","1"
"11065","2019-08-03 22:00:00","0","395","0","1"
"11092","2019-08-03 22:00:00","0","2085","0","1"
"11115","2019-08-03 22:00:00","0","12001","0","1"
"11477","2019-08-03 22:00:00","0","118","0","1"
"1205","2019-08-03 22:00:00","0","54","0","1"
"12355","2019-08-03 22:00:00","0","92929","0","1"
"12383","2019-08-03 22:00:00","0","983500","0","1"
"12468","2019-08-03 22:00:00","0","43460","0","1"
"12474","2019-08-03 22:00:00","0","37869","0","1"
"12492","2019-08-03 22:00:00","0","191111","0","1"
"12494","2019-08-03 22:00:00","0","190307","0","1"
"12536","2019-08-03 22:00:00","0","83174","0","1"
"12614","2019-08-03 22:00:00","0","3555","0","1"
"13054","2019-08-03 22:00:00","0","135000","0","1"
"13058","2019-08-03 22:00:00","0","151001","0","1"
"1307","2019-08-03 22:00:00","0","51","0","1"
"1313","2019-08-03 22:00:00","0","770","0","1"
"13169","2019-08-03 22:00:00","0","950000","0","1"
"1321","2019-08-03 22:00:00","0","35","0","1"
"1434","2019-08-03 22:00:00","0","29571","0","1"
"177","2019-08-03 22:00:00","0","25","0","1"
"1949","2019-08-03 22:00:00","0","152","0","1"
"19592","2019-08-03 22:00:00","0","29000","0","1"
"19601","2019-08-03 22:00:00","0","29001","0","1"
"20059","2019-08-03 22:00:00","0","1722999","0","1"
"20071","2019-08-03 22:00:00","0","4296100","0","1"
"20143","2019-08-03 22:00:00","0","1076000","0","1"
"20517","2019-08-03 22:00:00","0","485000","0","1"
"20520","2019-08-03 22:00:00","0","305995","0","1"
"20595","2019-08-03 22:00:00","0","376000","0","1"
"21177","2019-08-03 22:00:00","0","750","0","1"
"22103","2019-08-03 22:00:00","0","3313889","0","1"
"22111","2019-08-03 22:00:00","0","75000","0","1"
"22218","2019-08-03 22:00:00","0","2500","0","1"
"22278","2019-08-03 22:00:00","0","4735","0","1"
"22449","2019-08-03 22:00:00","0","3859","0","1"
"22467","2019-08-03 22:00:00","0","2698","0","1"
"22957","2019-08-03 22:00:00","0","951006","0","1"
"23721","2019-08-03 22:00:00","0","4312","0","1"
"24009","2019-08-03 22:00:00","0","5075","0","1"
"24024","2019-08-03 22:00:00","0","1","0","1"
"2520","2019-08-03 22:00:00","0","339","0","1"
"2593","2019-08-03 22:00:00","0","98000","0","1"
"2862","2019-08-03 22:00:00","0","201","0","1"
"3474","2019-08-03 22:00:00","0","3475","0","1"
"3765","2019-08-03 22:00:00","0","1026","0","1"
"3799","2019-08-03 22:00:00","0","680","0","1"
"4164","2019-08-03 22:00:00","0","382","0","1"
"4166","2019-08-03 22:00:00","0","300","0","1"
"5016","2019-08-03 22:00:00","0","149","0","1"
"530","2019-08-03 22:00:00","0","289","0","1"
"5694","2019-08-03 22:00:00","0","17291","0","1"
"5730","2019-08-03 22:00:00","0","36062","0","1"
"5958","2019-08-03 22:00:00","0","144","0","1"
"7399","2019-08-03 22:00:00","0","80283","0","1"
"10320","2019-08-03 22:30:00","0","3","0","1"
"10366","2019-08-03 22:30:00","0","60005","0","1"
"1055","2019-08-03 22:30:00","0","9392","0","1"
"1103","2019-08-03 22:30:00","0","166","0","1"
"11061","2019-08-03 22:30:00","0","2984","0","1"
"11115","2019-08-03 22:30:00","0","12001","0","1"
"11335","2019-08-03 22:30:00","0","40650000","0","1"
"1195","2019-08-03 22:30:00","0","860","0","1"
"12203","2019-08-03 22:30:00","0","16876","0","1"
"12273","2019-08-03 22:30:00","0","31263","0","1"
"123","2019-08-03 22:30:00","0","3","0","1"
"12301","2019-08-03 22:30:00","0","2091","0","1"
"1231","2019-08-03 22:30:00","0","18540","0","1"
"12381","2019-08-03 22:30:00","0","23719","0","1"
"12383","2019-08-03 22:30:00","0","985773","0","1"
"12460","2019-08-03 22:30:00","0","41000","0","1"
"12468","2019-08-03 22:30:00","0","44000","0","1"
"12488","2019-08-03 22:30:00","0","31816","0","1"
"12536","2019-08-03 22:30:00","0","87551","0","1"
"12614","2019-08-03 22:30:00","0","2001","0","1"
"12615","2019-08-03 22:30:00","0","2932","0","1"
"12616","2019-08-03 22:30:00","0","1500","0","1"
"12623","2019-08-03 22:30:00","0","160235","0","1"
"12964","2019-08-03 22:30:00","0","34555","0","1"
"13052","2019-08-03 22:30:00","0","153400","0","1"
"1317","2019-08-03 22:30:00","0","3570","0","1"
"1422","2019-08-03 22:30:00","0","35","0","1"
"1442","2019-08-03 22:30:00","0","2349","0","1"
"177","2019-08-03 22:30:00","0","25","0","1"
"179","2019-08-03 22:30:00","0","61","0","1"
"19707","2019-08-03 22:30:00","0","29636123","0","1"
"20240","2019-08-03 22:30:00","0","6800","0","1"
"21024","2019-08-03 22:30:00","0","64511255","0","1"
"21079","2019-08-03 22:30:00","0","6071665","0","1"
"21140","2019-08-03 22:30:00","0","1723","0","1"
"21892","2019-08-03 22:30:00","0","5866576","0","1"
"22302","2019-08-03 22:30:00","0","7985000","0","1"
"22305","2019-08-03 22:30:00","0","15955000","0","1"
"23688","2019-08-03 22:30:00","0","13172","0","1"
"23691","2019-08-03 22:30:00","0","7885","0","1"
"23700","2019-08-03 22:30:00","0","1000","0","1"
"23712","2019-08-03 22:30:00","0","2801","0","1"
"24012","2019-08-03 22:30:00","0","10","0","1"
"24018","2019-08-03 22:30:00","0","12000","0","1"
"24021","2019-08-03 22:30:00","0","206","0","1"
"2438","2019-08-03 22:30:00","0","112","0","1"
"2595","2019-08-03 22:30:00","0","77000","0","1"
"2597","2019-08-03 22:30:00","0","198000","0","1"
"2605","2019-08-03 22:30:00","0","2000","0","1"
"2862","2019-08-03 22:30:00","0","201","0","1"
"3678","2019-08-03 22:30:00","0","8450","0","1"
"3755","2019-08-03 22:30:00","0","43205","0","1"
"3789","2019-08-03 22:30:00","0","1217","0","1"
"3799","2019-08-03 22:30:00","0","680","0","1"
"4119","2019-08-03 22:30:00","0","850","0","1"
"4166","2019-08-03 22:30:00","0","330","0","1"
"4708","2019-08-03 22:30:00","0","111200","0","1"
"5631","2019-08-03 22:30:00","0","20","0","1"
"630","2019-08-03 22:30:00","0","513","0","1"
"7056","2019-08-03 22:30:00","0","339","0","1"
"7384","2019-08-03 22:30:00","0","2962","0","1"
"9341","2019-08-03 22:30:00","0","705","0","1"
"9741","2019-08-03 22:30:00","0","396","0","1"
"9743","2019-08-03 22:30:00","0","300","0","1"
"9745","2019-08-03 22:30:00","0","50","0","1"
"10129","2019-08-03 23:00:00","0","10","0","1"
"10366","2019-08-03 23:00:00","0","61011","0","1"
"11065","2019-08-03 23:00:00","0","180","0","1"
"1195","2019-08-03 23:00:00","0","900","0","1"
"12464","2019-08-03 23:00:00","0","38114","0","1"
"12494","2019-08-03 23:00:00","0","187063","0","1"
"12498","2019-08-03 23:00:00","0","29408","0","1"
"12614","2019-08-03 23:00:00","0","3500","0","1"
"12617","2019-08-03 23:00:00","0","141519","0","1"
"12618","2019-08-03 23:00:00","0","120651","0","1"
"12619","2019-08-03 23:00:00","0","145578","0","1"
"12623","2019-08-03 23:00:00","0","160235","0","1"
"12819","2019-08-03 23:00:00","0","681654254","0","1"
"12907","2019-08-03 23:00:00","0","2093","0","1"
"13169","2019-08-03 23:00:00","0","955555","0","1"
"1337","2019-08-03 23:00:00","0","50","0","1"
"1375","2019-08-03 23:00:00","0","20","0","1"
"1422","2019-08-03 23:00:00","0","35","0","1"
"1454","2019-08-03 23:00:00","0","357","0","1"
"175","2019-08-03 23:00:00","0","86","0","1"
"20068","2019-08-03 23:00:00","0","965000","0","1"
"20071","2019-08-03 23:00:00","0","4286197","0","1"
"21079","2019-08-03 23:00:00","0","5782539","0","1"
"21634","2019-08-03 23:00:00","0","17285000","0","1"
"22218","2019-08-03 23:00:00","0","2500","0","1"
"22302","2019-08-03 23:00:00","0","7985000","0","1"
"22464","2019-08-03 23:00:00","0","4182","0","1"
"22949","2019-08-03 23:00:00","0","3000","0","1"
"22963","2019-08-03 23:00:00","0","36659","0","1"
"23037","2019-08-03 23:00:00","0","26","0","1"
"23751","2019-08-03 23:00:00","0","3800","0","1"
"23754","2019-08-03 23:00:00","0","1118","0","1"
"24024","2019-08-03 23:00:00","0","1","0","1"
"2456","2019-08-03 23:00:00","0","60","0","1"
"2458","2019-08-03 23:00:00","0","350","0","1"
"2599","2019-08-03 23:00:00","0","8955","0","1"
"2605","2019-08-03 23:00:00","0","2342","0","1"
"2607","2019-08-03 23:00:00","0","35440","0","1"
"2609","2019-08-03 23:00:00","0","9201","0","1"
"2613","2019-08-03 23:00:00","0","14419","0","1"
"2878","2019-08-03 23:00:00","0","40","0","1"
"3678","2019-08-03 23:00:00","0","6209","0","1"
"3755","2019-08-03 23:00:00","0","41630","0","1"
"3767","2019-08-03 23:00:00","0","68","0","1"
"405","2019-08-03 23:00:00","0","751","0","1"
"5954","2019-08-03 23:00:00","0","414","0","1"
"5956","2019-08-03 23:00:00","0","216","0","1"
"6750","2019-08-03 23:00:00","0","5000","0","1"
"7382","2019-08-03 23:00:00","0","4492","0","1"
"7386","2019-08-03 23:00:00","0","31230","0","1"
"7390","2019-08-03 23:00:00","0","255301","0","1"
"7398","2019-08-03 23:00:00","0","48865","0","1"
"8925","2019-08-03 23:00:00","0","750","0","1"
"9434","2019-08-03 23:00:00","0","2","0","1"
"10314","2019-08-03 23:30:00","0","404","0","1"
"1055","2019-08-03 23:30:00","0","8830","0","1"
"1075","2019-08-03 23:30:00","0","150","0","1"
"1107","2019-08-03 23:30:00","0","2192","0","1"
"11092","2019-08-03 23:30:00","0","2056","0","1"
"11095","2019-08-03 23:30:00","0","2284","0","1"
"1151","2019-08-03 23:30:00","0","190","0","1"
"1155","2019-08-03 23:30:00","0","40","0","1"
"11812","2019-08-03 23:30:00","0","9225551","0","1"
"1189","2019-08-03 23:30:00","0","100","0","1"
"12205","2019-08-03 23:30:00","0","91001","0","1"
"12207","2019-08-03 23:30:00","0","19639","0","1"
"12263","2019-08-03 23:30:00","0","5023","0","1"
"1231","2019-08-03 23:30:00","0","17500","0","1"
"12381","2019-08-03 23:30:00","0","27664","0","1"
"12480","2019-08-03 23:30:00","0","39766","0","1"
"12492","2019-08-03 23:30:00","0","190002","0","1"
"12494","2019-08-03 23:30:00","0","187050","0","1"
"12510","2019-08-03 23:30:00","0","353012","0","1"
"12613","2019-08-03 23:30:00","0","5848","0","1"
"1283","2019-08-03 23:30:00","0","243","0","1"
"12881","2019-08-03 23:30:00","0","5367171","0","1"
"1301","2019-08-03 23:30:00","0","1222","0","1"
"1375","2019-08-03 23:30:00","0","20","0","1"
"1426","2019-08-03 23:30:00","0","106","0","1"
"179","2019-08-03 23:30:00","0","61","0","1"
"20068","2019-08-03 23:30:00","0","965000","0","1"
"20246","2019-08-03 23:30:00","0","2505","0","1"
"2025","2019-08-03 23:30:00","0","72","0","1"
"20736","2019-08-03 23:30:00","0","20037","0","1"
"21009","2019-08-03 23:30:00","0","69275","0","1"
"2128","2019-08-03 23:30:00","0","204","0","1"
"21892","2019-08-03 23:30:00","0","5887897","0","1"
"22464","2019-08-03 23:30:00","0","4182","0","1"
"22963","2019-08-03 23:30:00","0","36659","0","1"
"2307","2019-08-03 23:30:00","0","156","0","1"
"23206","2019-08-03 23:30:00","0","8889","0","1"
"2323","2019-08-03 23:30:00","0","102","0","1"
"23246","2019-08-03 23:30:00","0","4629886","0","1"
"23372","2019-08-03 23:30:00","0","5000","0","1"
"23413","2019-08-03 23:30:00","0","85000","0","1"
"23721","2019-08-03 23:30:00","0","6500","0","1"
"2456","2019-08-03 23:30:00","0","60","0","1"
"2505","2019-08-03 23:30:00","0","2029","0","1"
"2591","2019-08-03 23:30:00","0","214100","0","1"
"2593","2019-08-03 23:30:00","0","78000","0","1"
"2601","2019-08-03 23:30:00","0","4163","0","1"
"2862","2019-08-03 23:30:00","0","201","0","1"
"2878","2019-08-03 23:30:00","0","40","0","1"
"3036","2019-08-03 23:30:00","0","250","0","1"
"3779","2019-08-03 23:30:00","0","2","0","1"
"3789","2019-08-03 23:30:00","0","771","0","1"
"3797","2019-08-03 23:30:00","0","935","0","1"
"3799","2019-08-03 23:30:00","0","680","0","1"
"3803","2019-08-03 23:30:00","0","325","0","1"
"405","2019-08-03 23:30:00","0","684","0","1"
"4119","2019-08-03 23:30:00","0","958","0","1"
"4125","2019-08-03 23:30:00","0","190","0","1"
"4166","2019-08-03 23:30:00","0","313","0","1"
"4527","2019-08-03 23:30:00","0","3","0","1"
"4720","2019-08-03 23:30:00","0","969000","0","1"
"4827","2019-08-03 23:30:00","0","600","0","1"
"4866","2019-08-03 23:30:00","0","65310","0","1"
"4890","2019-08-03 23:30:00","0","695089","0","1"
"5376","2019-08-03 23:30:00","0","1","0","1"
"5958","2019-08-03 23:30:00","0","144","0","1"
"630","2019-08-03 23:30:00","0","513","0","1"
"6384","2019-08-03 23:30:00","0","2250","0","1"
"6750","2019-08-03 23:30:00","0","1063","0","1"
"6752","2019-08-03 23:30:00","0","1095","0","1"
"7332","2019-08-03 23:30:00","0","3646","0","1"
"7392","2019-08-03 23:30:00","0","52323","0","1"
"7400","2019-08-03 23:30:00","0","12999","0","1"
"9183","2019-08-03 23:30:00","0","1107","0","1"
"962","2019-08-03 23:30:00","0","30257","0","1"
"10298","2019-08-04 00:00:00","0","2005","0","1"
"1103","2019-08-04 00:00:00","0","55","0","1"
"11079","2019-08-04 00:00:00","0","701","0","1"
"1151","2019-08-04 00:00:00","0","185","0","1"
"1187","2019-08-04 00:00:00","0","299100","0","1"
"12209","2019-08-04 00:00:00","0","2745","0","1"
"12215","2019-08-04 00:00:00","0","6000","0","1"
"1231","2019-08-04 00:00:00","0","18008","0","1"
"12381","2019-08-04 00:00:00","0","30651","0","1"
"1245","2019-08-04 00:00:00","0","968","0","1"
"12453","2019-08-04 00:00:00","0","310885","0","1"
"12460","2019-08-04 00:00:00","0","40193","0","1"
"12462","2019-08-04 00:00:00","0","41728","0","1"
"12468","2019-08-04 00:00:00","0","43457","0","1"
"12486","2019-08-04 00:00:00","0","21570","0","1"
"12524","2019-08-04 00:00:00","0","16556","0","1"
"12536","2019-08-04 00:00:00","0","90000","0","1"
"12616","2019-08-04 00:00:00","0","3711","0","1"
"12623","2019-08-04 00:00:00","0","160235","0","1"
"1297","2019-08-04 00:00:00","0","374","0","1"
"13271","2019-08-04 00:00:00","0","8000012","0","1"
"13448","2019-08-04 00:00:00","0","250","0","1"
"13454","2019-08-04 00:00:00","0","850","0","1"
"13463","2019-08-04 00:00:00","0","965","0","1"
"1422","2019-08-04 00:00:00","0","35","0","1"
"1434","2019-08-04 00:00:00","0","29250","0","1"
"1980","2019-08-04 00:00:00","0","12","0","1"
"2011","2019-08-04 00:00:00","0","746","0","1"
"20143","2019-08-04 00:00:00","0","1079000","0","1"
"20240","2019-08-04 00:00:00","0","5792","0","1"
"21009","2019-08-04 00:00:00","0","75000","0","1"
"21807","2019-08-04 00:00:00","0","495013","0","1"
"21918","2019-08-04 00:00:00","0","3295001","0","1"
"21975","2019-08-04 00:00:00","0","11556","0","1"
"22218","2019-08-04 00:00:00","0","2500","0","1"
"22231","2019-08-04 00:00:00","0","114000","0","1"
"22467","2019-08-04 00:00:00","0","2564","0","1"
"22866","2019-08-04 00:00:00","0","190000","0","1"
"22954","2019-08-04 00:00:00","0","810000","0","1"
"22963","2019-08-04 00:00:00","0","36660","0","1"
"23700","2019-08-04 00:00:00","0","7000","0","1"
"2454","2019-08-04 00:00:00","0","112","0","1"
"2456","2019-08-04 00:00:00","0","100","0","1"
"2611","2019-08-04 00:00:00","0","27137","0","1"
"2613","2019-08-04 00:00:00","0","14419","0","1"
"2649","2019-08-04 00:00:00","0","2000","0","1"
"2878","2019-08-04 00:00:00","0","40","0","1"
"2890","2019-08-04 00:00:00","0","176","0","1"
"4119","2019-08-04 00:00:00","0","850","0","1"
"4527","2019-08-04 00:00:00","0","3","0","1"
"4720","2019-08-04 00:00:00","0","969499","0","1"
"4884","2019-08-04 00:00:00","0","257100","0","1"
"5016","2019-08-04 00:00:00","0","135","0","1"
"5286","2019-08-04 00:00:00","0","17","0","1"
"5376","2019-08-04 00:00:00","0","1","0","1"
"6384","2019-08-04 00:00:00","0","2250","0","1"
"6470","2019-08-04 00:00:00","0","350","0","1"
"6794","2019-08-04 00:00:00","0","548","0","1"
"7327","2019-08-04 00:00:00","0","367","0","1"
"7340","2019-08-04 00:00:00","0","3100","0","1"
"7396","2019-08-04 00:00:00","0","75000","0","1"
"9174","2019-08-04 00:00:00","0","271","0","1"
"10320","2019-08-04 00:30:00","0","10811","0","1"
"1103","2019-08-04 00:30:00","0","55","0","1"
"11367","2019-08-04 00:30:00","0","150","0","1"
"1145","2019-08-04 00:30:00","0","998","0","1"
"1155","2019-08-04 00:30:00","0","38","0","1"
"11964","2019-08-04 00:30:00","0","68999","0","1"
"12197","2019-08-04 00:30:00","0","21807","0","1"
"12223","2019-08-04 00:30:00","0","404","0","1"
"12257","2019-08-04 00:30:00","0","7776","0","1"
"12269","2019-08-04 00:30:00","0","6700","0","1"
"12271","2019-08-04 00:30:00","0","18000","0","1"
"12381","2019-08-04 00:30:00","0","32183","0","1"
"12387","2019-08-04 00:30:00","0","82002","0","1"
"12447","2019-08-04 00:30:00","0","15100","0","1"
"12476","2019-08-04 00:30:00","0","21502","0","1"
"12480","2019-08-04 00:30:00","0","40001","0","1"
"12484","2019-08-04 00:30:00","0","20000","0","1"
"12488","2019-08-04 00:30:00","0","31816","0","1"
"12492","2019-08-04 00:30:00","0","191000","0","1"
"12494","2019-08-04 00:30:00","0","188255","0","1"
"12500","2019-08-04 00:30:00","0","190491","0","1"
"12528","2019-08-04 00:30:00","0","30261","0","1"
"12540","2019-08-04 00:30:00","0","479995","0","1"
"12617","2019-08-04 00:30:00","0","148967","0","1"
"12881","2019-08-04 00:30:00","0","5274148","0","1"
"13058","2019-08-04 00:30:00","0","160265","0","1"
"13265","2019-08-04 00:30:00","0","8003003","0","1"
"13267","2019-08-04 00:30:00","0","8000000","0","1"
"1375","2019-08-04 00:30:00","0","20","0","1"
"1595","2019-08-04 00:30:00","0","56","0","1"
"1683","2019-08-04 00:30:00","0","11951","0","1"
"1923","2019-08-04 00:30:00","0","25","0","1"
"19707","2019-08-04 00:30:00","0","29632053","0","1"
"20272","2019-08-04 00:30:00","0","2281","0","1"
"21049","2019-08-04 00:30:00","0","141099995","0","1"
"22452","2019-08-04 00:30:00","0","3000","0","1"
"22464","2019-08-04 00:30:00","0","4182","0","1"
"2323","2019-08-04 00:30:00","0","138","0","1"
"23413","2019-08-04 00:30:00","0","83000","0","1"
"23694","2019-08-04 00:30:00","0","4183","0","1"
"2524","2019-08-04 00:30:00","0","306","0","1"
"2589","2019-08-04 00:30:00","0","35000","0","1"
"2878","2019-08-04 00:30:00","0","40","0","1"
"305","2019-08-04 00:30:00","0","360","0","1"
"3474","2019-08-04 00:30:00","0","7526","0","1"
"3791","2019-08-04 00:30:00","0","280","0","1"
"3797","2019-08-04 00:30:00","0","778","0","1"
"403","2019-08-04 00:30:00","0","10","0","1"
"4716","2019-08-04 00:30:00","0","300000","0","1"
"4866","2019-08-04 00:30:00","0","65360","0","1"
"5016","2019-08-04 00:30:00","0","159","0","1"
"5281","2019-08-04 00:30:00","0","80","0","1"
"5286","2019-08-04 00:30:00","0","18","0","1"
"5954","2019-08-04 00:30:00","0","414","0","1"
"5956","2019-08-04 00:30:00","0","216","0","1"
"5958","2019-08-04 00:30:00","0","144","0","1"
"6257","2019-08-04 00:30:00","0","1189","0","1"
"7374","2019-08-04 00:30:00","0","5242","0","1"
"7390","2019-08-04 00:30:00","0","254527","0","1"
"867","2019-08-04 00:30:00","0","120","0","1"
"8901","2019-08-04 00:30:00","0","902126","0","1"
"9741","2019-08-04 00:30:00","0","397","0","1"
"12201","2019-08-04 01:00:00","0","4933","0","1"
"12211","2019-08-04 01:00:00","0","52202","0","1"
"12221","2019-08-04 01:00:00","0","9583","0","1"
"12265","2019-08-04 01:00:00","0","79294","0","1"
"12271","2019-08-04 01:00:00","0","17898","0","1"
"12449","2019-08-04 01:00:00","0","273000","0","1"
"12453","2019-08-04 01:00:00","0","310666","0","1"
"12460","2019-08-04 01:00:00","0","40190","0","1"
"12474","2019-08-04 01:00:00","0","37869","0","1"
"12480","2019-08-04 01:00:00","0","40001","0","1"
"12528","2019-08-04 01:00:00","0","40000","0","1"
"12534","2019-08-04 01:00:00","0","10348","0","1"
"12536","2019-08-04 01:00:00","0","87551","0","1"
"12619","2019-08-04 01:00:00","0","145000","0","1"
"12867","2019-08-04 01:00:00","0","9990","0","1"
"1287","2019-08-04 01:00:00","0","1062","0","1"
"13022","2019-08-04 01:00:00","0","85569","0","1"
"13457","2019-08-04 01:00:00","0","583","0","1"
"1456","2019-08-04 01:00:00","0","27219","0","1"
"1478","2019-08-04 01:00:00","0","994","0","1"
"1664","2019-08-04 01:00:00","0","14000","0","1"
"179","2019-08-04 01:00:00","0","73","0","1"
"19991","2019-08-04 01:00:00","0","21000","0","1"
"2011","2019-08-04 01:00:00","0","742","0","1"
"20143","2019-08-04 01:00:00","0","1076001","0","1"
"21049","2019-08-04 01:00:00","0","140960000","0","1"
"21543","2019-08-04 01:00:00","0","26","0","1"
